"","blockgroupID","mural_presence","log_income","pop","area","black_prop","vacantprop","comresprop","povertymetric"
"283","176.01_4","0",8.84115897594526,1905,1445385.84,0.050918635,0.124118112,0.054877509,0.660224808
"284","176.01_5","1",9.1728461675486,737,1267752.688,0.062415197,0.202826557,0.36686869,0.455736008
"285","176.02_1","0",8.92970011431345,1648,1247259.573,0.130461165,0.143921285,0.082808653,0.61350653
"286","176.02_2","0",9.05075830215172,844,831413.4688,0.123222749,0.25783091,0.337453468,0.630533781
"287","176.02_3","0",9.0940312495758,1422,2227897.775,0.11814346,0.038055037,0.063009789,0.562579578
"288","177.01_1","0",8.38228942895144,1287,1093220.141,0.239316239,0.05285464,0.121709826,0.817673472
"289","177.01_2","1",9.01627006814768,1098,851553.6084,0.318761384,0.057744142,0.238314952,0.509493797
"290","177.01_3","0",9.13194630454817,1320,647529.855,0.273484848,0.012568652,0.046938601,0.455797945
"291","177.02_1","0",8.8155184239665,914,999357.4663,0.117067834,0.192193152,0.154504603,0.671932731
"292","177.02_2","1",8.83127373772255,1110,950267.0806,0.154054054,0.122350474,0.110476676,0.674194079
"293","177.02_3","0",8.7465573545435,965,647253.8684,0.250777202,0.022232688,0.054704266,0.763051913
"294","177.02_4","0",8.80702295592548,1206,1291176.676,0.144278607,0.066991891,0.017094178,0.714778854
"295","177.02_5","0",8.96954188542325,881,1373327.178,0.206583428,0.055219177,0.165424459,0.607460284
"296","178_1","0",8.97335141383992,1072,823109.2952,0.258395522,0.009693085,0.221890077,0.589097406
"297","178_2","0",8.99379997179554,941,918126.3924,0.260361318,0.040212243,0.234735149,0.671378349
"298","178_3","0",9.43930693659318,903,638385.332,0.293466224,0.057472225,0.07721919,0.442764177
"299","178_4","0",8.79315687091382,862,476826.0423,0.281902552,0.050864137,0.100508335,0.729316729
"300","178_5","0",9.0455836463617,1370,1503039.204,0.244525547,0.032152163,0.16445838,0.53522275
"301","178_6","0",9.69245783160543,590,1494315.671,0.218644068,0.142280372,0.03749333,0.322354505
"302","178_7","1",9.52427481557203,966,1274592.139,0.208074534,0.130877626,0.16572125,0.443998793
"303","179_1","0",9.30228124567454,755,1051584.147,0.282119205,0.123772128,0.045298696,0.408549969
"304","179_2","0",9.98012446707483,1743,1137501.844,0.137693632,0.005323108,0.057892656,0.307895879
"305","179_3","0",9.28126471031288,834,576446.1455,0.146282974,0,0.089694213,0.291532463
"306","179_4","0",9.17253465724028,1836,1946435.991,0.197167756,0.098984354,0.051497241,0.580087653
"307","179_5","1",8.97182934353085,1145,2965521.682,0.292576419,0.260300333,0.221633564,0.577605908
"308","18_1","1",10.9291527334482,888,705883.153,0.038288288,0.027903123,0.081334127,0.069181903
"309","18_2","1",10.8667954491733,1985,1899666.279,0.252392947,0.005886661,0.226772154,0.098362355
"310","180.01_1","0",10.0031066175648,772,1991085.302,0.044041451,0.419036743,0.090325851,0.149390602
"311","180.01_2","0",9.58493381641726,854,1104881.582,0.012880562,0.021030242,0.054887289,0.376123281
"312","180.01_3","0",10.2321436079573,960,1069067.157,0.007291667,0.120762207,0.106681282,0.228695383
"313","180.02_1","0",10.3581237046507,1425,1203779.725,0.007719298,0.001388318,0.062275508,0.117378154
"314","180.02_2","0",9.63593485137951,1146,1090287.127,0.006108202,0.013441974,0.154318125,0.564730423
"315","180.02_3","0",10.0156548494069,2060,1551680.965,0.004854369,0.017811461,0.030868025,0.270503966
"316","180.02_4","0",10.4978083787892,820,882932.6693,0.006097561,0.014851076,0.112833361,0.038244955
"317","183_1","0",10.1656979590142,635,11544507.36,0.014173228,0.294636748,0.302490752,0.136756024
"318","183_2","0",9.90128512898093,1313,1339920.918,0.005331302,0.015719816,0.020746104,0.17108809
"319","183_3","0",9.88088400632627,1607,7566227.385,0.00497822,0.018562382,0.098901727,0.211143254
"320","183_4","0",10.2746027326009,758,1272954.931,0,0.014313321,0.072497758,0.267072419
"321","184_1","0",9.93532530938488,633,4052586.654,0.001579779,0.069520957,0.079732254,0.163658881
"322","184_2","0",10.0033781353509,1627,19985884.42,0.004302397,0.073033202,0.03157493,0.152506661
"323","188_1","0",9.23678754199103,1439,1022745.764,0.277970813,0.018031547,0.037021372,0.533263374
"324","188_2","0",9.26568046700935,1089,642267.5505,0.257116621,0.020490523,0.055531843,0.547652588
"325","188_3","0",9.10686696349991,1258,1045800.104,0.316375199,0.018140193,0.066072555,0.542479313
"326","188_4","0",9.12532699764923,953,1225685.761,0.278069255,0.009332285,0.125710176,0.558031741
"327","188_5","0",9.39723479061527,832,1055186.351,0.262019231,0.039183655,0.238077925,0.379361843
"328","188_6","0",9.41491253770496,922,782152.6882,0.24186551,0.014368967,0.067740917,0.581362773
"329","188_7","0",9.4180859811103,1829,1359294.74,0.197922362,0.017098391,0.062458776,0.432483275
"330","19_1","0",11.1629423663211,911,701821.2603,0.336992316,0.02414566,0.017697683,0.106166049
"331","19_2","0",10.3312358688848,1178,1485503.678,0.346349745,0.031633909,0.20598483,0.187520682
"332","19_3","1",10.0693832742482,632,1340691.009,0.591772152,0.12903856,0.377730932,0.302179321
"333","190_1","0",9.53104611087515,1675,1067313.854,0.213134328,0.003172903,0.042841881,0.369386199
"334","190_2","0",9.49604549154374,1417,949446.6666,0.220183486,0,0.025981026,0.414190778
"335","190_3","0",8.99590876126399,1554,2816682.76,0.205920206,0.030222372,0.237941794,0.623418495
"336","190_4","0",9.45594966800606,1145,1068604.511,0.16768559,0.02371236,0.038398581,0.482473669
"337","190_5","0",9.09694768462109,1752,2608650.547,0.215753425,0.002830428,0.500908718,0.531179934
"338","191_1","0",9.92475968781167,1136,1800256.289,0.066901408,0.001755239,0.218768916,0.257582933
"339","191_2","0",9.34171945003256,1123,1071012.728,0.085485307,0.05566169,0.070369969,0.47992054
"340","191_3","0",9.14355933828583,1690,1013967.728,0.156213018,0.012865562,0.068499401,0.438592217
"341","191_4","0",9.55350445388697,1532,4517363.711,0.063968668,0.005979733,0.030917757,0.381607448
"342","191_5","0",9.38982457394998,1769,5816288.764,0.156585642,0.018368403,0.248553939,0.432973572
"343","191_6","0",9.82390307319329,687,1483641.775,0.0713246,0.047579024,0.288305226,0.353077918
"344","192_1","0",9.05916858417444,1101,468252.0004,0.217075386,0.005885284,0.033023262,0.428732918
"345","192_2","0",9.25464429753271,1590,1800235.538,0.196855346,0.006268023,0.428778344,0.43766331
"346","192_3","0",9.28498391497195,1315,866827.0431,0.235741445,0.018692232,0.069953951,0.60015523
"347","192_4","0",9.35036314989601,1764,1859296.112,0.281746032,0.018612623,0.104031995,0.500484851
"348","192_5","0",9.38756563134539,1543,1252802.402,0.182760855,0.102329832,0.024382582,0.582215719
"349","192_6","0",9.37211902753881,659,817533.0706,0.107738998,0.161632245,0.014850421,0.291438969
"350","195.01_1","1",8.92212482391826,1651,2046977.563,0.090854028,0.18803628,0.164624483,0.659302868
"351","195.01_2","1",9.30982365046113,1823,1249105.058,0.132199671,0.029159107,0.14248558,0.443820274
"352","195.01_3","1",9.13183814382123,1453,939995.9224,0.099793531,0.113197497,0.088118731,0.601190544
"353","195.02_1","0",9.27096499379262,1184,1760027.556,0.079391892,0.149365506,0.036403863,0.446241127
"354","195.02_2","0",9.05998249038762,1584,1446662.526,0.098484848,0.074756652,0.056579584,0.554236465
"355","195.02_3","0",8.92850782431329,907,775949.5921,0.093715546,0.06594321,0.062216614,0.599893112
"356","197_1","0",8.97815607600982,1458,1473027.176,0.214677641,0.070198877,0.077937692,0.630063259
"357","197_2","0",9.20129962732403,1262,662020.9112,0.250396197,0.011115167,0.047372333,0.458939463
"358","197_3","0",9.33785369227514,990,626800.9813,0.349494949,0.032896326,0.06041973,0.373399846
"359","197_4","0",9.70161613649746,1024,767082.7382,0.322265625,0.001646615,0.087934042,0.453355091
"360","197_5","0",9.41417877223239,1046,523154.5735,0.397705545,0.001518383,0.030126929,0.512264966
"361","197_6","0",8.83141981909013,1221,794924.7041,0.382473382,0.018221377,0.040978515,0.667543153
"362","198_1","1",9.32107641357085,1045,2574759.207,0.548325359,0.013142249,0.309113071,0.416428292
"363","198_2","0",9.46854213910546,876,480454.555,0.457762557,0.03179574,0.03558309,0.59679382
"364","198_3","0",9.38042064234778,754,494999.9622,0.25066313,0.019518901,0.024158109,0.427641773
"365","198_4","0",9.18819700729049,1181,721747.718,0.234546994,0.009243393,0.044169849,0.589668912
"366","198_5","0",9.34626888920043,1146,521823.6379,0.346422339,0.004899981,0.043793837,0.529408319
"367","198_6","0",9.16471519394991,1193,1025408.043,0.140821459,0.041927983,0.169869206,0.554541396
"368","199_1","0",9.35426754078282,922,1170150.045,0.13340564,0.045915213,0.095366258,0.502657021
"369","199_2","0",9.37160851957231,1268,1210851.315,0.215299685,0.066449856,0.053085989,0.564274647
"370","199_3","1",9.13205445357764,1079,1382336.13,0.72381835,0.061156625,0.028013584,0.442221054
"371","199_4","1",9.12085320547465,1150,3355463.132,0.405217391,0.069704243,0.337222447,0.602697478
"372","2_1","1",10.4753141978595,2937,4110744.574,0.09669731,0.000634861,0.691252693,0.208759426
"373","20_1","0",10.0419878297812,1293,1740763.864,0.836813612,0.05730845,0.208673848,0.174643824
"374","20_2","0",9.4491997797304,799,1368505.086,0.897371715,0.120605249,0.038198661,0.387800522
"375","200_1","0",9.57997102707513,541,1338788.828,0.900184843,0.185692028,0.426633878,0.451535382
"376","200_2","1",9.58918768218006,724,2067048.005,0.716850829,0.033316048,0.21489277,0.274250636
"377","201.01_1","1",10.0148052886681,1559,2863111.886,0.906350225,0.123962725,0.079096774,0.300571124
"378","201.01_2","1",9.1838937219612,559,798887.2254,0.872987478,0.109364535,0.200924516,0.437176446
"379","201.01_3","0",9.80906697691664,1429,1538969.01,0.929321204,0.136397194,0.006861461,0.425396566
"380","201.02_1","0",9.65020690680168,777,775014.8678,0.895752896,0.05862495,0.115081149,0.378058562
"381","201.02_2","0",9.32215004702819,598,794159.8648,0.908026756,0.12505077,0.089961933,0.683936445
"382","201.02_3","0",9.47024006341551,910,1213162.556,0.920879121,0.030657222,0.047561906,0.464489124
"383","201.02_4","0",9.95655427347282,1068,1231115.911,0.934456929,0.042074989,0.059454277,0.123385788
"384","202_1","0",9.73878978049572,1236,2369779.724,0.913430421,0.136808334,0.056392074,0.268579808
"385","202_2","0",9.52639121847841,676,924134.7734,0.949704142,0.075394981,0.022937783,0.235049641
"386","202_3","0",9.32776778885215,616,738505.0459,0.965909091,0.080462895,0.052329154,0.462360199
"387","202_4","0",9.78194119445663,597,1543332.79,0.907872697,0.05802646,0.247384039,0.445918018
"388","202_5","0",9.57059888724627,1252,1478494.648,0.931309904,0.049571368,0.026580274,0.360714456
"389","202_6","0",9.67218581352046,812,1085927.833,0.896551724,0.091627086,0.031165707,0.398636504
"390","203_1","1",9.51347739898282,1358,2285582.495,0.893961708,0.102481312,0.190448382,0.371380091
"391","203_2","0",9.4937884938959,1411,3180640.679,0.838412473,0.097627295,0.337908858,0.432146842
"392","204_1","0",9.65630742339368,656,711627.988,0.945121951,0.110249666,0.03096431,0.375227176
"393","204_2","0",9.69713966113932,618,1403889.853,0.925566343,0.033174469,0.167304758,0.241455022
"394","204_3","0",9.81410974138491,963,1453874.939,0.904465213,0.044168322,0.205032671,0.150486314
"395","204_4","0",9.47331983178759,813,812960.2483,0.907749077,0.014900935,0.08615828,0.479797252
"396","205_1","0",9.58575855873205,1735,9948352.985,0.948126801,0.032450753,0.112020347,0.314831783
"397","205_2","0",9.82363232728666,1084,5429004.036,0.818265683,0.133721171,0.191253245,0.373265535
"398","206_1","0",10.5214800594953,1819,14551667.53,0.328752062,0,0.277690996,0.2352371
"399","207_1","0",10.2241932914351,1788,5280239.043,0.06655481,7.47e-06,0.05753906,0.066913985
"400","207_2","0",10.6907851497259,840,1101998.025,0.041666667,0,0.022640405,0.030617577
"401","207_3","0",10.2081742238037,1527,2799846.965,0.069417158,0.013039058,0.26266583,0.160144562
"402","207_4","0",10.522745967684,1686,7252048.621,0.295966785,0.044275162,0.175934476,0.135220916
"403","208_1","0",10.4266468034609,1303,3977236.802,0.291634689,0.030661505,0,0.409881894
"404","208_2","0",10.5585693522893,668,5496689.74,0.303892216,0.00283007,0.006711211,0.083553714
"405","209_1","0",10.2975883305652,671,1231125.854,0.058122206,0.000563178,0.04167139,0.114920767
"406","209_2","0",10.5440511329377,742,975492.3487,0.043126685,0,0.005945681,0.139074274
"407","209_3","1",10.3785098173368,683,2641466.543,0.035139092,0.013506162,0.440970852,0.233148234
"408","209_4","0",10.4233224704597,814,1018844.936,0.029484029,0.004876225,0.065902037,0.238978517
"409","21_1","1",10.2355213825584,747,969612.911,0.816599732,0.046511153,0.202359562,0.233461362
"410","21_2","0",9.94227547974339,1289,1582506.523,0.783553142,0.072953403,0.148430705,0.292929663
"411","210_1","0",10.1804751423224,938,2103670.148,0.040511727,0.036199608,0.047143008,0.312863133
"412","210_2","0",10.4394837234441,797,1165744.661,0.037641154,0.051176024,0.020870781,0.228091789
"413","210_3","0",10.6090572530946,942,1437841.662,0.014861996,0.010466623,0.118909859,0.068775689
"414","210_4","0",10.209574216664,1332,3819349.873,0.024774775,0.039951425,0.330529449,0.244093008
"415","210_5","0",10.7005216635603,908,1305967.58,0.035242291,0.062094552,0.001689335,0.073170191
"416","211_1","0",10.5189434253802,1067,1897410.154,0.093720712,0,0,0.099871619
"417","211_2","0",10.5291585679712,1260,3915676.441,0.056349206,0.04759374,0.107043567,0.114133155
"418","212_1","1",10.364545034068,1150,3827264.668,0.080869565,0.014310194,0.106347141,0.190036657
"419","212_2","0",10.3816763417758,1095,1721716.403,0.050228311,0.026451996,0.220089139,0.173094801
"420","213_1","0",10.3553590334584,683,1003317.489,0.065885798,0,0.153241704,0.30268783
"421","213_2","0",10.1486274017222,693,1184282.671,0.060606061,0.018756325,0.142807906,0.048536335
"422","213_3","0",11.2405522779331,729,1333273.429,0.042524005,0,0.194324755,0.045389415
"423","213_4","0",10.4271504251036,733,1053839.916,0.032742156,0,0.052708953,0.10762481
"424","213_5","0",10.3917607718316,713,1223366.158,0.063113604,0.032284255,0.01686376,0.211149895
"425","214_1","1",10.4078322202024,649,2634779.183,0.077041602,0.142843184,0.404042564,0.216434111
"426","214_2","0",10.7417302527139,585,780390.6159,0.241025641,0.051231785,0.029196409,0.129672021
"427","214_3","0",10.1490577364119,636,741773.3434,0.025157233,0.012532921,0.095257721,0.332246178
"428","214_4","0",10.716304875934,1033,1240493.287,0.027105518,0.000964048,0.125181793,0.10771652
"429","214_5","0",10.2911620079691,977,1743028.657,0.019447288,0.097587677,0.009059378,0.17382236
"430","215_1","0",10.4085264655404,781,1796305.749,0.028169014,0.008649562,0.140897161,0.058766301
"431","215_2","0",10.6343158000638,1423,2978628.88,0.039353479,0.098286583,0.084431094,0.147676022
"432","215_3","0",10.5927773027688,708,2633588.765,0.014124294,0.032704804,0.010477182,0.134021773
"433","215_4","1",10.3720526475875,945,3819767.244,0.075132275,0.099422135,0.010452313,0.227361095
"434","216_1","0",10.5691864521368,910,3800097.755,0.052747253,0.119741748,0.058520976,0.062196391
"435","216_2","1",10.2256797414505,916,18836209.03,0.124454148,0.045142122,0.244773475,0.333586411
"436","217_1","0",10.2932974210337,1970,5345374.841,0.089847716,2.12e-05,0,0.109816237
"437","217_2","0",10.5173750521104,1932,4708421.04,0.113871636,0.019435029,0.074192626,0.127927328
"438","217_3","0",10.4750319113368,895,4006181.848,0.059217877,0.029296764,0.133187487,0.054700677
"439","217_4","0",10.5231765497838,975,2723559.839,0.014358974,9e-06,0,0.064895482
"440","218_1","0",10.4083152244985,1882,4997011.313,0.08607864,0.025501828,0.016386654,0.287352222
"441","218_2","0",10.3634092797736,1430,3969848.794,0.114685315,0.010424505,0.053639885,0.117283447
"442","218_3","0",10.0007503701563,947,1754542.087,0.233368532,0.019049253,0,0.350550096
"443","219_1","0",10.6752610535513,1432,15725788.11,0.053072626,0.210328262,0.022752751,0.069726038
"444","22_1","0",10.2323955379221,657,706412.5905,0.468797565,0.047451948,0.147075057,0.352776047
"445","22_2","0",10.01032198145,714,691438.596,0.570028011,0.021639519,0.124505767,0.421455233
"446","22_3","0",10.3247603908498,910,1059472.48,0.726373626,0.094727395,0.297953285,0.406890208
"447","220_1","0",10.6775462939766,1681,32760261.08,0.0892326,0.035804401,0.005659745,0.084315858
"448","23_1","1",10.2468289991624,989,762267.7839,0.067745197,0.013529064,0.125521799,0.276758403
"449","23_2","1",10.250581747318,1693,1519623.485,0.033077377,0.008061785,0.145949393,0.211114759
"450","231_1","1",11.3795540595471,1262,7902220.768,0.032488114,0.012267843,0.043457695,0.024014931
"451","235_1","0",10.9345880152848,1161,8344213.864,0.367786391,0.030452301,0.002409349,0.082231662
"452","236_1","0",10.7991877467943,671,2013484.423,0.25633383,0.004041716,0.015159734,0.115869573
"453","236_2","0",10.3525866976644,912,2894723.749,0.598684211,0.022893573,0,0.170145523
"454","236_3","0",11.2323646427861,1036,5617343.052,0.237451737,0.048693901,0.002821965,0.100926601
"455","237_1","0",10.2089849848579,1095,2253971.703,0.617351598,0.006494351,0.027365898,0.165998642
"456","237_2","0",10.62614499047,1529,4521594.673,0.57880968,0.012193481,0.031927156,0.174437929
"457","237_3","0",10.604429276562,860,2092670.351,0.589534884,0,0.001812176,0.181984572
"458","237_4","0",10.0949340171071,1082,2679299.041,0.750462107,0.035418674,0.030643552,0.217639308
"459","238_1","0",9.55739922919595,749,1115151.211,0.778371162,0.079624277,0.066595293,0.245945529
"460","238_2","0",10.3056472036356,767,2461045.789,0.495436767,0.039338682,0.087629408,0.163873168
"461","238_3","1",9.96918165573149,810,1350616.075,0.591358025,0.024680851,0.145709845,0.26583475
"462","238_4","0",10.3772653008264,987,2007571.385,0.606889564,0.02142677,0.064022656,0.14793843
"463","238_5","0",10.0918740138923,1078,1476480.756,0.686456401,0.019595022,0.004807844,0.254255067
"464","239_1","0",10.118114944082,1014,2223894.006,0.704142012,0.025382378,0.016203143,0.238099729
"465","239_2","0",10.1125727465993,763,3034922.348,0.740498034,0.102188315,0.059061378,0.241172095
"466","24_1","1",10.3613553394373,724,590234.6671,0.029005525,0.016433228,0.091010152,0.170040041
"467","24_2","0",10.4536011948826,1384,1089577.76,0.028901734,0.021398163,0.243173583,0.109393586
"468","24_3","1",10.3885645062793,1307,1389072.181,0.035960214,0.033795044,0.407251114,0.138597349
"469","24_4","1",9.60575514423085,720,745006.1036,0.036111111,0.061069874,0.320553329,0.294441327
"470","24_5","1",10.4935494050127,994,1939154.187,0.289738431,0.142643615,0.347005694,0.297664239
"471","240_1","0",10.4963999473002,1443,1575729.427,0.444906445,0.013205021,0.023452844,0.286916809
"472","240_2","0",9.89374020108125,808,2711782.558,0.627475248,0.007147913,0.310970615,0.410247836
"473","240_3","0",9.3410176956178,735,608815.3524,0.949659864,0.091645511,0.07365334,0.327030595
"474","240_4","0",10.734612476038,836,1742780.611,0.704545455,0.033185608,0.044260102,0.278031348
"475","241_1","1",9.73465461392273,1433,4388428.609,0.797627355,0.024545305,0.476052125,0.473584774
"476","242_1","0",9.69449342432634,622,1710252.379,0.668810289,0.031979237,0.154760072,0.528944541
"477","242_2","0",9.03527244389354,1062,1258479.069,0.824858757,0.042515758,0.015226565,0.521541968
"478","242_3","0",9.68171805677506,1185,1297626.951,0.865822785,0.079725614,0.075225146,0.412356111
"479","242_4","0",10.3223294576859,1367,1458065.877,0.863204097,0.026366282,0.051500087,0.150662656
"480","243_1","0",9.37763288975038,760,1003014.378,0.842105263,0.073725608,0.03131224,0.660756347
"481","243_2","0",10.0904649208663,1497,2945451.291,0.798263193,0.013444377,0.023484452,0.354153045
"482","243_3","0",10.0300320938611,961,981642.2156,0.910509886,0.100358883,0,0.185849252
"483","243_4","0",10.3829153841547,695,2374910.688,0.788489209,0.02903409,0.009204362,0.135726915
"484","244_1","0",10.0051412062626,830,1236199.51,0.845783133,0.075977104,0.017742312,0.143596819
"485","244_2","0",9.36297561839978,871,1517054.255,0.915040184,0.039148594,0.03080946,0.415359659
"486","244_3","1",9.5438080995771,1428,1778098.587,0.904061625,0.056073663,0.061589348,0.32464464
"487","245_1","0",10.0635208955215,913,1085815.359,0.947426068,0.166647529,0.22551568,0.245286988
"488","245_2","1",9.43348392329039,1167,2874159.05,0.88260497,0.175168744,0.024869959,0.389437712
"489","245_3","0",10.1567722607623,1221,3047199.24,0.932841933,0.088914349,0.090511006,0.375782217
"490","245_4","0",9.80355671391108,734,1611409.76,0.923705722,0.093592642,0.110392465,0.368887512
"491","246_1","1",9.98359179677779,908,2367010.017,0.792951542,0.106672856,0.213161428,0.321844696
"492","246_2","0",9.33556233672956,1201,1752766.809,0.92173189,0.056823767,0.021788512,0.476894663
"493","246_3","1",9.41515700659751,847,2565381.424,0.887839433,0.093191737,0.386986839,0.472565612
"494","247_1","0",9.65841787088822,776,1218872.925,0.887886598,0.076961697,0.029546441,0.381290526
"495","247_2","0",9.6363268033051,1114,3086375.725,0.873429084,0.089939308,0.217399234,0.418494705
"496","247_3","0",9.53437848138862,774,2035077.966,0.881136951,0.092457729,0.020944129,0.434961236
"497","247_4","0",9.09739561296005,1099,1669056.699,0.945404914,0.097025632,0.068357211,0.490053751
"498","247_5","0",9.1446278286108,660,2119677.066,0.763636364,0.072032621,0.15435867,0.520417286
"499","248_1","0",10.0484100692557,714,1145010.689,0.942577031,0.017081878,0.015259067,0.147400883
"500","248_2","0",9.46877384406884,1175,2290865.55,0.945531915,0.125980213,0.094867037,0.313485915
"501","249_1","0",9.42343358743689,1225,906177.7476,0.958367347,0.012724641,0.023117208,0.328655018
"502","249_2","0",8.99342737041261,640,836468.8726,0.959375,0.025016013,0.141288743,0.60126791
"503","249_3","0",9.79054279351999,694,547983.0185,0.910662824,0.087880585,0.045694269,0.161010211
"504","249_4","0",9.82466077199016,752,1209330.916,0.934840426,0.003257127,0.010529095,0.227440967
"505","25_1","0",10.637752683817,1199,1335797.078,0.399499583,0.030845361,0.02452252,0.156107152
"506","25_2","1",10.9151793691735,763,1053681.095,0.015727392,0.053572262,0.058448116,0.108172968
"507","25_3","0",10.3810872584035,722,608320.4834,0.189750693,0.05045402,0.021384299,0.106887394
"508","25_4","0",9.90473677193656,1085,1285928.341,0.634101382,0.058188215,0.141518886,0.392581881
"509","252_1","0",10.3129778818939,1018,1503800.117,0.870333988,0.032135504,0.003715272,0.153853792
"510","252_2","0",9.60790770795721,749,1421261.459,0.838451268,0.090601114,0.221002637,0.397619154
"511","252_3","0",9.56507343167757,1018,1162254.677,0.91453831,0.032299725,0.014017642,0.200815092
"512","252_4","0",9.80394342219974,989,903758.3142,0.939332659,0.001666599,0.006474157,0.34986501
"513","252_5","0",9.60001479417802,846,1204647.301,0.925531915,0.025996427,0.017401393,0.269920114
"514","252_6","0",9.95579533215947,1274,2668113.298,0.788854003,0.009902497,0.018055062,0.222749187
"515","252_7","0",9.55180015010843,1224,1385992.685,0.89869281,0.024301206,0.003758357,0.323186637
"516","253_1","0",10.0210483412753,953,1421928.354,0.88247639,0.019107447,0.042449339,0.09862114
"517","253_2","1",10.0100523427642,873,1211930.432,0.899198167,0.071220755,0.037747674,0.142556193
"518","253_3","0",9.35677565020573,743,1337889.743,0.884253028,0.036795262,0.197453279,0.364892748
"519","253_4","0",9.72871741189501,723,1236150.768,0.813278008,0.018792092,0.006459296,0.363469066
"520","253_5","0",9.82471487137073,710,1048649.654,0.88028169,0.043114178,0.061025565,0.3717948
"521","254_1","0",10.2752235079002,689,1312229.259,0.965166909,0.007156973,0.005540801,0.100819767
"522","254_2","0",10.1127755575599,1077,1908474.041,0.879294336,0.004184454,0,0.281948886
"523","254_3","0",10.2376714586393,872,1019527.739,0.821100917,0,0.021644436,0.115837094
"524","254_4","0",10.5707013510696,1282,4045458.929,0.822152886,0.010117859,0.007638474,0.11351967
"525","255_1","0",10.4384885819933,737,1606025.395,0.597014925,0.033467917,0,0.094124816
"526","255_2","0",10.5297735165889,1039,4075698.302,0.663137632,0.010654818,0.023842833,0.108015657
"527","255_3","1",10.5347327332796,795,2570245.631,0.534591195,0.006163987,0.066734896,0.077051491
"528","256_1","0",10.5622761804596,1089,3666595.031,0.485766758,0.001050302,0.00350359,0.040306041
"529","256_2","1",10.4788923216145,763,2042253.108,0.432503277,0.014379269,0.019302846,0.171624044
"530","256_3","1",10.6555873696886,890,3613435.257,0.353932584,0.055431327,0.064958163,0.173427451
"531","257_1","0",10.5719064948711,1930,3874577.074,0.477720207,0.003613474,0.153271707,0.13323581
"532","257_2","0",10.4921904642226,862,2609807.366,0.139211137,0.060135766,0.01350034,0.116308451
"533","257_3","0",10.6675590714328,671,1570702.984,0.0804769,0.012296903,0.147410795,0.051419051
"534","258_1","0",10.4137630249966,1681,6316656.928,0.915526472,0.004780459,0.023705135,0.120337115
"535","259_1","0",9.94597216414228,733,1322436.124,0.941336971,0,0.405228577,0.024340085
"536","259_2","0",9.8590130624343,708,746284.3198,0.967514124,0,0,0.159809085
"537","259_3","0",10.3096524157586,793,1035774.749,0.901639344,0,0.010271784,0.178713079
"538","259_4","0",9.89303309463227,992,941420.5191,0.944556452,0,0,0.250286785
"539","259_5","0",9.71486619359364,984,1169993.111,0.959349593,0,0,0.32770375
"540","259_6","0",9.92573816147095,545,699658.3879,0.939449541,0,0.019249471,0.24837694
"541","260_1","0",10.4682614431292,787,3252833.994,0.946632783,0,0.035592779,0.278649441
"542","260_2","0",9.95375281868368,833,1203125.169,0.920768307,0,0,0.187203801
"543","260_3","0",10.0360059322363,1168,1394856.887,0.953767123,0,0.002437484,0.271181656
"544","261_1","0",10.4017141407256,1051,3700200.594,0.943862988,0.007502127,0,0.171348366
"545","261_2","0",10.4131925486334,661,1524616.177,0.951588502,0.018007993,0.129710743,0.163998302
"546","261_3","0",10.1655056032324,1283,1765953.238,0.945440374,0.001444725,0.024763482,0.298389438
"547","262_1","0",10.2500869077773,657,667280.5134,0.95890411,0,0.015234639,0.169323625
"548","262_2","0",10.044639832292,927,969602.306,0.940668824,0,0,0.295943106
"549","262_3","0",10.1506600816497,1209,1364428.254,0.947063689,0,0,0.096536151
"550","262_4","0",10.2385659610873,1272,2983574.919,0.925314465,0.001001877,0.001828283,0.094034966
"551","263.01_1","0",9.8487673403359,1266,1413802.02,0.954976303,0,0.01284757,0.320733085
"552","263.01_2","0",10.2687207697564,922,907006.1663,0.924078091,0,0,0.112398276
"553","263.01_3","0",9.74899514766085,950,1199337.835,0.952631579,0,0.090350618,0.231413757
"554","263.01_4","0",10.0823865925288,702,854452.5641,0.95014245,0,0,0.121835087
"555","263.02_1","0",9.95118187839879,1464,1493616.96,0.962431694,0,0.072052533,0.08712587
"556","263.02_2","0",10.3196288006415,1379,1978790.157,0.926033358,0.007342205,0.122048933,0.300314347
"557","263.02_3","0",10.0130143770634,711,1544282.708,0.924050633,0.072501301,0.071931421,0.255567704
"558","263.02_4","0",9.86099750091518,1926,2563252.814,0.936656282,0.010349902,0.150272369,0.1812707
"559","264_1","0",9.97292032725147,862,1500738.516,0.948955916,0,0.003577145,0.213125316
"560","264_2","0",10.0048701668247,663,692394.5304,0.954751131,0,0.002874835,0.033855851
"561","264_3","0",9.8934877204578,578,1086081.301,0.942906574,0.013394395,0.447080986,0.277701753
"562","264_4","0",10.3091859667596,937,839402.4476,0.965848453,0,0.004580536,0.114642236
"563","264_5","0",9.73429937413214,831,1659874.09,0.947051745,0,0.075373348,0.311713999
"564","264_6","0",9.983960936686,618,1984023.604,0.972491909,0,0.006342915,0.155905784
"565","264_7","0",9.76984186766621,752,814666.644,0.942819149,0,0,0.522707709
"566","265_1","0",9.52639121847841,672,794294.8245,0.922619048,0,0.129791063,0.170421499
"567","265_2","0",9.73382552468893,939,1685826.774,0.946751864,0,0.019845643,0.264603996
