blockgroupID,mural_presence,log_income,pop,area,black_prop,vacantprop,comresprop,pos_control,pos_control_w_noise
134.02_3,0,10.6837981818555,1222,1114094.121,0.070376432,0.002671926,0.187235628,-18,-18
135_1,0,10.7765784651041,521,1299588.583,0.044145873,0,0.015975568,-19,-19
135_2,0,10.5746702707174,588,539416.6755,0.447278912,0.029726557,0.06604049,-20,-20
135_3,0,10.6802863055917,692,519862.8226,0.079479769,0,0.00682665,-21,-21
135_4,0,10.1952985890716,1421,1993655.807,0.638282899,0.093071917,0.121211544,-22,-22
136.01_1,0,10.8554349616183,1169,845235.8451,0.02566296,0.004528944,0.058854635,-23,-23
136.01_2,0,11.071734728777,1508,956729.287,0.035809019,0,0.015813228,-24,-24
136.02_1,0,10.7106774491367,665,525985.7179,0.037593985,0.006628031,0.019511087,-25,-25
136.02_3,0,10.5631296545387,970,641159.8821,0.098969072,0,0.033044951,-26,-26
136.02_4,0,10.7607074548332,643,385015.4986,0.032659409,0,0.014040774,-27,-27
137_1,0,9.93547059838918,736,641888.9293,0.907608696,0.088982823,0.034192874,-28,-28
137_2,0,9.60696653141714,1081,1370007.538,0.804810361,0.146335095,0.130411222,-29,-29
137_3,0,9.62238379544447,1051,786131.9328,0.927687916,0.059065947,0.02460335,-30,-30
137_4,0,10.3192659619194,794,698857.5016,0.443324937,0.010681255,0.179207081,-31,-31
138_1,0,9.72346335479086,674,1629810.72,0.909495549,0.169389658,0.035683383,-32,-32
139_1,0,8.93590352627442,1521,707289.8027,0.935568705,0.031874121,0.026418885,-33,-33
14_1,0,10.7579454329783,1465,1313469.796,0.222525597,0.003928024,0.065445248,-34,-34
14_2,0,10.9200217301686,765,522348.1298,0.181699346,0.001548452,0.034523098,-35,-35
140_2,0,9.69806112202708,647,1005469.553,0.805255023,0.258915145,0.022261186,-36,-36
141_1,0,9.28544784446299,1198,3637697.096,0.603505843,0.092749805,0.250639157,-37,-37
142_1,0,10.5422049461068,854,930551.3985,0.104215457,0.045600388,0.063400557,-38,-38
143_2,0,10.4279201797083,579,1045028.535,0.022452504,0.051851706,0.097076279,-39,-39
145_2,0,9.38016753118845,773,1233115.221,0.64683053,0.184683365,0.033854566,-40,-40
146_2,0,10.197350484063,600,922564.867,0.885,0,0,-41,-41
146_3,0,9.30072937170386,693,625859.9858,0.907647908,0,0,-42,-42
147_2,0,8.47386806667786,2813,2463604.21,0.301102026,0.052970626,0.274700537,-43,-43
149_2,0,9.8599013243732,548,491661.1003,0.979927007,0.085400125,0.009110259,-44,-44
149_4,0,9.29127498947218,798,503225.7194,0.941102757,0.058012741,0.0582018,-45,-45
149_5,0,9.75765220431258,640,529050.3777,0.94375,0.055303335,0.025175,-46,-46
15_1,0,10.797921148055,942,786808.5155,0.039278132,0.008833357,0.267116309,-47,-47
151.01_1,0,10.0214039126377,922,1024038.358,0.946854664,0.135625309,0.021456928,-48,-48
151.01_2,0,9.33397293242146,1116,1051998.458,0.957885305,0.077173213,0.029303961,-49,-49
151.02_2,0,9.54187185170622,1239,1925761.571,0.963680387,0.121563555,0.030994294,-50,-50
152_1,0,9.6489823247789,656,719487.0038,0.824695122,0.149614158,0.060425452,-51,-51
152_2,0,8.53934599605737,2255,2887327.175,0.960532151,0.103707518,0.031428428,-52,-52
152_3,0,8.96123778149188,1184,1004324.41,0.928209459,0.064413871,0.01372686,-53,-53
152_4,0,8.98919482332465,1513,2084905.506,0.940515532,0.156477315,0.045538424,-10,-10
152_5,0,10.2205220952649,525,498342.8009,0.956190476,0.202400774,0.058556532,-11,-11
153_2,0,9.28961355287069,952,748119.2509,0.586134454,0.106454336,0.021646301,-12,-12
153_3,0,8.77261030328074,805,1029400.34,0.724223602,0.088879454,0.074685679,-13,-13
153_4,0,9.01869548772134,1774,2223953.812,0.445321308,0.090902954,0.007932661,-14,-14
156_1,0,9.64264213403791,835,2710590.865,0.237125749,0.158325712,0.147259294,-15,-15
158_2,0,10.3218688859108,946,732231.5383,0.014799154,0.025017044,0.045694194,-16,-16
158_3,0,9.98879330911523,892,1380452.66,0.019058296,0.075512586,0.160373304,-17,-17
158_4,0,10.2547076457919,583,739529.7603,0.025728988,0.093931793,0.126929495,-18,-18
158_5,0,10.1738199866528,1191,1349115.255,0.028547439,0.051103147,0.037775121,-19,-19
158_6,0,10.4095518592004,917,721442.7714,0.01308615,0.031741535,0.003768927,-20,-20
16_2,0,10.8563801868548,1258,954343.8612,0.019872814,0,0.148797841,-21,-21
160_1,0,9.64962702855986,629,700227.3904,0.038155803,0.065425582,0.036369205,-22,-22
160_2,0,10.3614186005476,955,908455.5931,0.028272251,0.027569676,0.049458848,-23,-23
160_3,0,10.2873884827285,1695,2278995.016,0.026548673,0.061271263,0.181360255,-24,-24
160_4,0,9.8866465353401,803,677606.4814,0.04732254,0.019826129,0.030739249,-25,-25
160_6,0,9.98276073343064,997,1268492.544,0.008024072,0.073795672,0.147456754,-26,-26
161_2,0,9.40738632416852,1755,2220586.296,0.084900285,0.072822945,0.148497191,-27,-27
161_3,0,9.21522840604896,941,1018195.834,0.096705632,0.070133645,0.029624054,-28,-28
161_4,0,9.6237075099802,922,970239.0177,0.163774403,0.085756033,0.0567689,-29,-29
162_1,0,9.49657139216065,727,969151.7437,0.122420908,0.049960673,0.244658815,-30,-30
163_1,0,9.31352852977235,834,1253664.063,0.17146283,0.01943345,0.188088605,-31,-31
163_2,0,8.9368241549973,811,1767090.071,0.087546239,0.108297991,0.387945852,-32,-32
163_3,0,8.53208180390999,582,644539.1758,0.190721649,0.062235904,0.200251442,-33,-33
164_2,0,8.56731580081945,631,577147.6094,0.270998415,0.117415073,0.063168479,-34,-34
164_3,0,9.00307016981826,1573,1534026.285,0.495232041,0.088616099,0.120865873,-35,-35
165_1,0,9.14974074984725,529,524343.1056,0.933837429,0.078160337,0.058872309,-36,-36
165_2,0,9.92739937258244,615,846503.2013,0.925203252,0.097802842,0.019851505,-37,-37
166_1,0,9.69393867348769,1185,2092429.544,0.776371308,0.162285433,0.357953549,-38,-38
166_2,0,9.20703491496746,603,715503.8842,0.674958541,0.067791417,0.211859739,-39,-39
167.01_1,0,9.48006211905097,990,749466.655,0.938383838,0.05009661,0.024438835,-40,-40
167.01_2,0,9.67268978228506,672,966296.381,0.974702381,0.073097567,0.036719612,-41,-41
167.01_3,0,9.68327719519936,1393,1016079.053,0.913854989,0.090243187,0.027402712,-42,-42
167.02_1,0,9.19766031881881,683,737469.7775,0.922401171,0.168671857,0.082009454,-43,-43
167.02_2,0,10.301021290318,698,624177.2475,0.932664756,0.093467289,0.06930617,-44,-44
167.02_4,0,8.84548923675327,759,792520.2606,0.782608696,0.120334417,0.164851287,-45,-45
168_1,0,9.69332192251218,673,1600696.452,0.961367013,0.188588602,0.034418528,-46,-46
168_2,0,9.79779364797706,539,496593.73,0.953617811,0.034707841,0.030460787,-47,-47
168_3,0,9.77542688246861,597,719187.9715,0.922948074,0.19409079,0.013144936,-48,-48
168_4,0,9.28915155240047,647,686806.4261,0.969088099,0.222854602,0.028975204,-49,-49
168_5,0,9.34626888920043,626,533430.7793,0.937699681,0.015767532,0.033459482,-50,-50
168_6,0,9.41352608394945,853,2214205.514,0.942555686,0.047425285,0.030164104,-51,-51
169.01_1,0,9.46614470552994,1165,1541136.573,0.957081545,0.084464564,0.149961188,-52,-52
169.01_2,0,9.62753640296004,970,1532960.017,0.941237113,0.21243166,0.014275458,-53,-53
169.01_3,0,9.77298015445635,1331,2441441.46,0.951915853,0.133022466,0.338929327,-10,-10
169.02_1,0,9.67105095431033,1599,1215783.435,0.960600375,0.104281765,0.015309904,-11,-11
169.02_3,0,9.86339445896968,1712,1634195.302,0.948598131,0.130995954,0.051597077,-12,-12
169.02_4,0,9.44272112864287,1437,1645226.354,0.951983299,0.028061697,0.00915542,-13,-13
17_2,0,10.9045788861027,1450,1129526.121,0.07862069,0.003832324,0.097640448,-14,-14
170_1,0,10.3300289862462,1438,6294938.418,0.591794159,0.011620837,0.027755105,-15,-15
170_2,0,8.8337542234184,502,7307563.585,0.938247012,0.148127813,0.028290328,-16,-16
170_3,0,9.8371874807789,1013,3830292.159,0.864758144,0.041951005,0.189956359,-17,-17
171_1,0,8.99590876126399,776,940324.9853,0.952319588,0.017724554,0.046546375,-18,-18
171_2,0,9.53604051161548,949,690091.7018,0.955742887,0.012448332,0.048314337,-19,-19
171_3,0,9.78627935163059,1508,4004200.078,0.953580902,0.01088435,0.093758186,-20,-20
171_4,0,9.50651131182387,814,6635589.158,0.966830467,0.001615081,0.053096827,-21,-21
172.01_1,0,9.69159299339981,967,1006722.276,0.944157187,0.04944334,0.179195678,-22,-22
172.01_2,0,8.97398492668974,1168,794252.7611,0.944349315,0.023637208,0.048660791,-23,-23
172.01_3,0,9.21910187764476,1059,1027020.115,0.964117092,0.037249436,0.112630469,-24,-24
172.02_1,0,9.31470038730042,1197,855020.6488,0.956558062,0.037478574,0.02228061,-25,-25
172.02_2,0,9.53502917005706,1113,861377.2634,0.962264151,0.0449357,0.024887207,-26,-26
172.02_3,0,9.45657525451379,725,644536.4225,0.913103448,0.074137818,0.049828883,-27,-27
172.02_4,0,9.51103738150546,1021,764387.8791,0.963761019,0.032560847,0.046361086,-28,-28
173_1,0,9.36082720525012,1141,1094077.826,0.929886065,0.029167903,0.119981962,-29,-29
173_2,0,9.68495833877266,2024,8311568.619,0.897727273,0.124860186,0.493675464,-30,-30
175_2,0,8.65102453904976,910,1256275.408,0.11978022,0.085675717,0.205099045,-31,-31
175_4,0,8.94858592153432,877,877732.0068,0.290763968,0.112747483,0.061810912,-32,-32
175_5,0,8.77012852753818,1503,1100969.027,0.221556886,0.137683648,0.03123393,-33,-33
176.01_1,0,9.05111014640562,642,858823.5842,0.043613707,0.196886539,0.090377237,-34,-34
176.01_4,0,8.84115897594526,1905,1445385.84,0.050918635,0.124118112,0.054877509,-35,-35
176.02_1,0,8.92970011431345,1648,1247259.573,0.130461165,0.143921285,0.082808653,-36,-36
176.02_2,0,9.05075830215172,844,831413.4688,0.123222749,0.25783091,0.337453468,-37,-37
176.02_3,0,9.0940312495758,1422,2227897.775,0.11814346,0.038055037,0.063009789,-38,-38
177.01_1,0,8.38228942895144,1287,1093220.141,0.239316239,0.05285464,0.121709826,-39,-39
177.01_3,0,9.13194630454817,1320,647529.855,0.273484848,0.012568652,0.046938601,-40,-40
177.02_1,0,8.8155184239665,914,999357.4663,0.117067834,0.192193152,0.154504603,-41,-41
177.02_3,0,8.7465573545435,965,647253.8684,0.250777202,0.022232688,0.054704266,-42,-42
177.02_4,0,8.80702295592548,1206,1291176.676,0.144278607,0.066991891,0.017094178,-43,-43
177.02_5,0,8.96954188542325,881,1373327.178,0.206583428,0.055219177,0.165424459,-44,-44
178_1,0,8.97335141383992,1072,823109.2952,0.258395522,0.009693085,0.221890077,-45,-45
178_2,0,8.99379997179554,941,918126.3924,0.260361318,0.040212243,0.234735149,-46,-46
178_3,0,9.43930693659318,903,638385.332,0.293466224,0.057472225,0.07721919,-47,-47
178_4,0,8.79315687091382,862,476826.0423,0.281902552,0.050864137,0.100508335,-48,-48
178_5,0,9.0455836463617,1370,1503039.204,0.244525547,0.032152163,0.16445838,-49,-49
178_6,0,9.69245783160543,590,1494315.671,0.218644068,0.142280372,0.03749333,-50,-50
179_1,0,9.30228124567454,755,1051584.147,0.282119205,0.123772128,0.045298696,-51,-51
179_2,0,9.98012446707483,1743,1137501.844,0.137693632,0.005323108,0.057892656,-52,-52
179_3,0,9.28126471031288,834,576446.1455,0.146282974,0,0.089694213,-53,-53
179_4,0,9.17253465724028,1836,1946435.991,0.197167756,0.098984354,0.051497241,-10,-10
180.01_1,0,10.0031066175648,772,1991085.302,0.044041451,0.419036743,0.090325851,-11,-11
180.01_2,0,9.58493381641726,854,1104881.582,0.012880562,0.021030242,0.054887289,-12,-12
180.01_3,0,10.2321436079573,960,1069067.157,0.007291667,0.120762207,0.106681282,-13,-13
180.02_1,0,10.3581237046507,1425,1203779.725,0.007719298,0.001388318,0.062275508,-14,-14
180.02_2,0,9.63593485137951,1146,1090287.127,0.006108202,0.013441974,0.154318125,-15,-15
180.02_3,0,10.0156548494069,2060,1551680.965,0.004854369,0.017811461,0.030868025,-16,-16
180.02_4,0,10.4978083787892,820,882932.6693,0.006097561,0.014851076,0.112833361,-17,-17
183_1,0,10.1656979590142,635,11544507.36,0.014173228,0.294636748,0.302490752,-18,-18
183_2,0,9.90128512898093,1313,1339920.918,0.005331302,0.015719816,0.020746104,-19,-19
183_3,0,9.88088400632627,1607,7566227.385,0.00497822,0.018562382,0.098901727,-20,-20
183_4,0,10.2746027326009,758,1272954.931,0,0.014313321,0.072497758,-21,-21
184_1,0,9.93532530938488,633,4052586.654,0.001579779,0.069520957,0.079732254,-22,-22
184_2,0,10.0033781353509,1627,19985884.42,0.004302397,0.073033202,0.03157493,-23,-23
188_1,0,9.23678754199103,1439,1022745.764,0.277970813,0.018031547,0.037021372,-24,-24
188_2,0,9.26568046700935,1089,642267.5505,0.257116621,0.020490523,0.055531843,-25,-25
188_3,0,9.10686696349991,1258,1045800.104,0.316375199,0.018140193,0.066072555,-26,-26
188_4,0,9.12532699764923,953,1225685.761,0.278069255,0.009332285,0.125710176,-27,-27
188_5,0,9.39723479061527,832,1055186.351,0.262019231,0.039183655,0.238077925,-28,-28
188_6,0,9.41491253770496,922,782152.6882,0.24186551,0.014368967,0.067740917,-29,-29
188_7,0,9.4180859811103,1829,1359294.74,0.197922362,0.017098391,0.062458776,-30,-30
19_1,0,11.1629423663211,911,701821.2603,0.336992316,0.02414566,0.017697683,-31,-31
19_2,0,10.3312358688848,1178,1485503.678,0.346349745,0.031633909,0.20598483,-32,-32
190_1,0,9.53104611087515,1675,1067313.854,0.213134328,0.003172903,0.042841881,-33,-33
190_2,0,9.49604549154374,1417,949446.6666,0.220183486,0,0.025981026,-34,-34
190_3,0,8.99590876126399,1554,2816682.76,0.205920206,0.030222372,0.237941794,-35,-35
190_4,0,9.45594966800606,1145,1068604.511,0.16768559,0.02371236,0.038398581,-36,-36
190_5,0,9.09694768462109,1752,2608650.547,0.215753425,0.002830428,0.500908718,-37,-37
191_1,0,9.92475968781167,1136,1800256.289,0.066901408,0.001755239,0.218768916,-38,-38
191_2,0,9.34171945003256,1123,1071012.728,0.085485307,0.05566169,0.070369969,-39,-39
191_3,0,9.14355933828583,1690,1013967.728,0.156213018,0.012865562,0.068499401,-40,-40
191_4,0,9.55350445388697,1532,4517363.711,0.063968668,0.005979733,0.030917757,-41,-41
191_5,0,9.38982457394998,1769,5816288.764,0.156585642,0.018368403,0.248553939,-42,-42
191_6,0,9.82390307319329,687,1483641.775,0.0713246,0.047579024,0.288305226,-43,-43
192_1,0,9.05916858417444,1101,468252.0004,0.217075386,0.005885284,0.033023262,-44,-44
192_2,0,9.25464429753271,1590,1800235.538,0.196855346,0.006268023,0.428778344,-45,-45
192_3,0,9.28498391497195,1315,866827.0431,0.235741445,0.018692232,0.069953951,-46,-46
192_4,0,9.35036314989601,1764,1859296.112,0.281746032,0.018612623,0.104031995,-47,-47
192_5,0,9.38756563134539,1543,1252802.402,0.182760855,0.102329832,0.024382582,-48,-48
192_6,0,9.37211902753881,659,817533.0706,0.107738998,0.161632245,0.014850421,-49,-49
195.02_1,0,9.27096499379262,1184,1760027.556,0.079391892,0.149365506,0.036403863,-50,-50
195.02_2,0,9.05998249038762,1584,1446662.526,0.098484848,0.074756652,0.056579584,-51,-51
195.02_3,0,8.92850782431329,907,775949.5921,0.093715546,0.06594321,0.062216614,-52,-52
197_1,0,8.97815607600982,1458,1473027.176,0.214677641,0.070198877,0.077937692,-53,-53
197_2,0,9.20129962732403,1262,662020.9112,0.250396197,0.011115167,0.047372333,-10,-10
197_3,0,9.33785369227514,990,626800.9813,0.349494949,0.032896326,0.06041973,-11,-11
197_4,0,9.70161613649746,1024,767082.7382,0.322265625,0.001646615,0.087934042,-12,-12
197_5,0,9.41417877223239,1046,523154.5735,0.397705545,0.001518383,0.030126929,-13,-13
197_6,0,8.83141981909013,1221,794924.7041,0.382473382,0.018221377,0.040978515,-14,-14
198_2,0,9.46854213910546,876,480454.555,0.457762557,0.03179574,0.03558309,-15,-15
198_3,0,9.38042064234778,754,494999.9622,0.25066313,0.019518901,0.024158109,-16,-16
198_4,0,9.18819700729049,1181,721747.718,0.234546994,0.009243393,0.044169849,-17,-17
198_5,0,9.34626888920043,1146,521823.6379,0.346422339,0.004899981,0.043793837,-18,-18
198_6,0,9.16471519394991,1193,1025408.043,0.140821459,0.041927983,0.169869206,-19,-19
199_1,0,9.35426754078282,922,1170150.045,0.13340564,0.045915213,0.095366258,-20,-20
199_2,0,9.37160851957231,1268,1210851.315,0.215299685,0.066449856,0.053085989,-21,-21
20_1,0,10.0419878297812,1293,1740763.864,0.836813612,0.05730845,0.208673848,-22,-22
20_2,0,9.4491997797304,799,1368505.086,0.897371715,0.120605249,0.038198661,-23,-23
200_1,0,9.57997102707513,541,1338788.828,0.900184843,0.185692028,0.426633878,-24,-24
201.01_3,0,9.80906697691664,1429,1538969.01,0.929321204,0.136397194,0.006861461,-25,-25
201.02_1,0,9.65020690680168,777,775014.8678,0.895752896,0.05862495,0.115081149,-26,-26
201.02_2,0,9.32215004702819,598,794159.8648,0.908026756,0.12505077,0.089961933,-27,-27
201.02_3,0,9.47024006341551,910,1213162.556,0.920879121,0.030657222,0.047561906,-28,-28
201.02_4,0,9.95655427347282,1068,1231115.911,0.934456929,0.042074989,0.059454277,-29,-29
202_1,0,9.73878978049572,1236,2369779.724,0.913430421,0.136808334,0.056392074,-30,-30
202_2,0,9.52639121847841,676,924134.7734,0.949704142,0.075394981,0.022937783,-31,-31
202_3,0,9.32776778885215,616,738505.0459,0.965909091,0.080462895,0.052329154,-32,-32
202_4,0,9.78194119445663,597,1543332.79,0.907872697,0.05802646,0.247384039,-33,-33
202_5,0,9.57059888724627,1252,1478494.648,0.931309904,0.049571368,0.026580274,-34,-34
202_6,0,9.67218581352046,812,1085927.833,0.896551724,0.091627086,0.031165707,-35,-35
203_2,0,9.4937884938959,1411,3180640.679,0.838412473,0.097627295,0.337908858,-36,-36
204_1,0,9.65630742339368,656,711627.988,0.945121951,0.110249666,0.03096431,-37,-37
204_2,0,9.69713966113932,618,1403889.853,0.925566343,0.033174469,0.167304758,-38,-38
204_3,0,9.81410974138491,963,1453874.939,0.904465213,0.044168322,0.205032671,-39,-39
204_4,0,9.47331983178759,813,812960.2483,0.907749077,0.014900935,0.08615828,-40,-40
205_1,0,9.58575855873205,1735,9948352.985,0.948126801,0.032450753,0.112020347,-41,-41
205_2,0,9.82363232728666,1084,5429004.036,0.818265683,0.133721171,0.191253245,-42,-42
206_1,0,10.5214800594953,1819,14551667.53,0.328752062,0,0.277690996,-43,-43
207_1,0,10.2241932914351,1788,5280239.043,0.06655481,7.47E-06,0.05753906,-44,-44
207_2,0,10.6907851497259,840,1101998.025,0.041666667,0,0.022640405,-45,-45
207_3,0,10.2081742238037,1527,2799846.965,0.069417158,0.013039058,0.26266583,-46,-46
207_4,0,10.522745967684,1686,7252048.621,0.295966785,0.044275162,0.175934476,-47,-47
208_1,0,10.4266468034609,1303,3977236.802,0.291634689,0.030661505,0,-48,-48
208_2,0,10.5585693522893,668,5496689.74,0.303892216,0.00283007,0.006711211,-49,-49
209_1,0,10.2975883305652,671,1231125.854,0.058122206,0.000563178,0.04167139,-50,-50
209_2,0,10.5440511329377,742,975492.3487,0.043126685,0,0.005945681,-51,-51
209_4,0,10.4233224704597,814,1018844.936,0.029484029,0.004876225,0.065902037,-52,-52
21_2,0,9.94227547974339,1289,1582506.523,0.783553142,0.072953403,0.148430705,-53,-53
210_1,0,10.1804751423224,938,2103670.148,0.040511727,0.036199608,0.047143008,-10,-10
210_2,0,10.4394837234441,797,1165744.661,0.037641154,0.051176024,0.020870781,-11,-11
210_3,0,10.6090572530946,942,1437841.662,0.014861996,0.010466623,0.118909859,-12,-12
210_4,0,10.209574216664,1332,3819349.873,0.024774775,0.039951425,0.330529449,-13,-13
210_5,0,10.7005216635603,908,1305967.58,0.035242291,0.062094552,0.001689335,-14,-14
211_1,0,10.5189434253802,1067,1897410.154,0.093720712,0,0,-15,-15
211_2,0,10.5291585679712,1260,3915676.441,0.056349206,0.04759374,0.107043567,-16,-16
212_2,0,10.3816763417758,1095,1721716.403,0.050228311,0.026451996,0.220089139,-17,-17
213_1,0,10.3553590334584,683,1003317.489,0.065885798,0,0.153241704,-18,-18
213_2,0,10.1486274017222,693,1184282.671,0.060606061,0.018756325,0.142807906,-19,-19
213_3,0,11.2405522779331,729,1333273.429,0.042524005,0,0.194324755,-20,-20
213_4,0,10.4271504251036,733,1053839.916,0.032742156,0,0.052708953,-21,-21
213_5,0,10.3917607718316,713,1223366.158,0.063113604,0.032284255,0.01686376,-22,-22
214_2,0,10.7417302527139,585,780390.6159,0.241025641,0.051231785,0.029196409,-23,-23
214_3,0,10.1490577364119,636,741773.3434,0.025157233,0.012532921,0.095257721,-24,-24
214_4,0,10.716304875934,1033,1240493.287,0.027105518,0.000964048,0.125181793,-25,-25
214_5,0,10.2911620079691,977,1743028.657,0.019447288,0.097587677,0.009059378,-26,-26
215_1,0,10.4085264655404,781,1796305.749,0.028169014,0.008649562,0.140897161,-27,-27
215_2,0,10.6343158000638,1423,2978628.88,0.039353479,0.098286583,0.084431094,-28,-28
215_3,0,10.5927773027688,708,2633588.765,0.014124294,0.032704804,0.010477182,-29,-29
216_1,0,10.5691864521368,910,3800097.755,0.052747253,0.119741748,0.058520976,-30,-30
217_1,0,10.2932974210337,1970,5345374.841,0.089847716,2.12E-05,0,-31,-31
217_2,0,10.5173750521104,1932,4708421.04,0.113871636,0.019435029,0.074192626,-32,-32
217_3,0,10.4750319113368,895,4006181.848,0.059217877,0.029296764,0.133187487,-33,-33
217_4,0,10.5231765497838,975,2723559.839,0.014358974,9E-06,0,-34,-34
218_1,0,10.4083152244985,1882,4997011.313,0.08607864,0.025501828,0.016386654,-35,-35
218_2,0,10.3634092797736,1430,3969848.794,0.114685315,0.010424505,0.053639885,-36,-36
218_3,0,10.0007503701563,947,1754542.087,0.233368532,0.019049253,0,-37,-37
219_1,0,10.6752610535513,1432,15725788.11,0.053072626,0.210328262,0.022752751,-38,-38
22_1,0,10.2323955379221,657,706412.5905,0.468797565,0.047451948,0.147075057,-39,-39
22_2,0,10.01032198145,714,691438.596,0.570028011,0.021639519,0.124505767,-40,-40
22_3,0,10.3247603908498,910,1059472.48,0.726373626,0.094727395,0.297953285,-41,-41
220_1,0,10.6775462939766,1681,32760261.08,0.0892326,0.035804401,0.005659745,-42,-42
235_1,0,10.9345880152848,1161,8344213.864,0.367786391,0.030452301,0.002409349,-43,-43
236_1,0,10.7991877467943,671,2013484.423,0.25633383,0.004041716,0.015159734,-44,-44
236_2,0,10.3525866976644,912,2894723.749,0.598684211,0.022893573,0,-45,-45
236_3,0,11.2323646427861,1036,5617343.052,0.237451737,0.048693901,0.002821965,-46,-46
237_1,0,10.2089849848579,1095,2253971.703,0.617351598,0.006494351,0.027365898,-47,-47
237_2,0,10.62614499047,1529,4521594.673,0.57880968,0.012193481,0.031927156,-48,-48
237_3,0,10.604429276562,860,2092670.351,0.589534884,0,0.001812176,-49,-49
237_4,0,10.0949340171071,1082,2679299.041,0.750462107,0.035418674,0.030643552,-50,-50
238_1,0,9.55739922919595,749,1115151.211,0.778371162,0.079624277,0.066595293,-51,-51
238_2,0,10.3056472036356,767,2461045.789,0.495436767,0.039338682,0.087629408,-52,-52
238_4,0,10.3772653008264,987,2007571.385,0.606889564,0.02142677,0.064022656,-53,-53
238_5,0,10.0918740138923,1078,1476480.756,0.686456401,0.019595022,0.004807844,-10,-10
239_1,0,10.118114944082,1014,2223894.006,0.704142012,0.025382378,0.016203143,-11,-11
239_2,0,10.1125727465993,763,3034922.348,0.740498034,0.102188315,0.059061378,-12,-12
24_2,0,10.4536011948826,1384,1089577.76,0.028901734,0.021398163,0.243173583,-13,-13
240_1,0,10.4963999473002,1443,1575729.427,0.444906445,0.013205021,0.023452844,-14,-14
240_2,0,9.89374020108125,808,2711782.558,0.627475248,0.007147913,0.310970615,-15,-15
240_3,0,9.3410176956178,735,608815.3524,0.949659864,0.091645511,0.07365334,-16,-16
240_4,0,10.734612476038,836,1742780.611,0.704545455,0.033185608,0.044260102,-17,-17
242_1,0,9.69449342432634,622,1710252.379,0.668810289,0.031979237,0.154760072,-18,-18
242_2,0,9.03527244389354,1062,1258479.069,0.824858757,0.042515758,0.015226565,-19,-19
242_3,0,9.68171805677506,1185,1297626.951,0.865822785,0.079725614,0.075225146,-20,-20
242_4,0,10.3223294576859,1367,1458065.877,0.863204097,0.026366282,0.051500087,-21,-21
243_1,0,9.37763288975038,760,1003014.378,0.842105263,0.073725608,0.03131224,-22,-22
243_2,0,10.0904649208663,1497,2945451.291,0.798263193,0.013444377,0.023484452,-23,-23
243_3,0,10.0300320938611,961,981642.2156,0.910509886,0.100358883,0,-24,-24
243_4,0,10.3829153841547,695,2374910.688,0.788489209,0.02903409,0.009204362,-25,-25
244_1,0,10.0051412062626,830,1236199.51,0.845783133,0.075977104,0.017742312,-26,-26
244_2,0,9.36297561839978,871,1517054.255,0.915040184,0.039148594,0.03080946,-27,-27
245_1,0,10.0635208955215,913,1085815.359,0.947426068,0.166647529,0.22551568,-28,-28
245_3,0,10.1567722607623,1221,3047199.24,0.932841933,0.088914349,0.090511006,-29,-29
245_4,0,9.80355671391108,734,1611409.76,0.923705722,0.093592642,0.110392465,-30,-30
246_2,0,9.33556233672956,1201,1752766.809,0.92173189,0.056823767,0.021788512,-31,-31
247_1,0,9.65841787088822,776,1218872.925,0.887886598,0.076961697,0.029546441,-32,-32
247_2,0,9.6363268033051,1114,3086375.725,0.873429084,0.089939308,0.217399234,-33,-33
247_3,0,9.53437848138862,774,2035077.966,0.881136951,0.092457729,0.020944129,-34,-34
247_4,0,9.09739561296005,1099,1669056.699,0.945404914,0.097025632,0.068357211,-35,-35
247_5,0,9.1446278286108,660,2119677.066,0.763636364,0.072032621,0.15435867,-36,-36
248_1,0,10.0484100692557,714,1145010.689,0.942577031,0.017081878,0.015259067,-37,-37
248_2,0,9.46877384406884,1175,2290865.55,0.945531915,0.125980213,0.094867037,-38,-38
249_1,0,9.42343358743689,1225,906177.7476,0.958367347,0.012724641,0.023117208,-39,-39
249_2,0,8.99342737041261,640,836468.8726,0.959375,0.025016013,0.141288743,-40,-40
249_3,0,9.79054279351999,694,547983.0185,0.910662824,0.087880585,0.045694269,-41,-41
249_4,0,9.82466077199016,752,1209330.916,0.934840426,0.003257127,0.010529095,-42,-42
25_1,0,10.637752683817,1199,1335797.078,0.399499583,0.030845361,0.02452252,-43,-43
25_3,0,10.3810872584035,722,608320.4834,0.189750693,0.05045402,0.021384299,-44,-44
25_4,0,9.90473677193656,1085,1285928.341,0.634101382,0.058188215,0.141518886,-45,-45
252_1,0,10.3129778818939,1018,1503800.117,0.870333988,0.032135504,0.003715272,-46,-46
252_2,0,9.60790770795721,749,1421261.459,0.838451268,0.090601114,0.221002637,-47,-47
252_3,0,9.56507343167757,1018,1162254.677,0.91453831,0.032299725,0.014017642,-48,-48
252_4,0,9.80394342219974,989,903758.3142,0.939332659,0.001666599,0.006474157,-49,-49
252_5,0,9.60001479417802,846,1204647.301,0.925531915,0.025996427,0.017401393,-50,-50
252_6,0,9.95579533215947,1274,2668113.298,0.788854003,0.009902497,0.018055062,-51,-51
252_7,0,9.55180015010843,1224,1385992.685,0.89869281,0.024301206,0.003758357,-52,-52
253_1,0,10.0210483412753,953,1421928.354,0.88247639,0.019107447,0.042449339,-53,-53
