"blockgroupID","X","blockcount","blockgroup","censustract","total","white","black","asian","other","hispanic","area","income","poverty.1.verypoor","poverty.2.poor","poverty.3.middle","poverty.4.uppermiddle","segregationmetric","povertymetric","vacantprop","comresprop","whiteprop","blackprop","asianprop","otherprop","hispanicprop","violentcrime.2006","violentcrime.2007","violentcrime.2008","violentcrime.2009","violentcrime.2010","violentcrime.2011","violentcrime.2012","violentcrime.2013","violentcrime.2014","violentcrime.2015","violentcrime.2016","nonviolentcrime.2006","nonviolentcrime.2007","nonviolentcrime.2008","nonviolentcrime.2009","nonviolentcrime.2010","nonviolentcrime.2011","nonviolentcrime.2012","nonviolentcrime.2013","nonviolentcrime.2014","nonviolentcrime.2015","nonviolentcrime.2016","mural_count","violentcrime_total","nonviolentcrime_total","mural_presence"
"1_1",370,27,1,1,1633,1344,110,90,40,49,2640353.266,56225,0.063549161,0.0617506,0.011990408,0.862709832,0.454501566,0.114002136,0.003179076,0.560541033,0.823025107,0.067360686,0.055113288,0.024494795,0.030006124,138,101,103,95,70,79,69,58,60,75,43,312,312,340,305,246,205,238,188,166,201,102,1,159,437,"1"
"1_2",371,53,2,1,1845,1546,97,83,42,77,4935554.147,112323,0.046793761,0.031195841,0.137492779,0.78451762,0.468578755,0.118940117,0.008789604,0.480230165,0.837940379,0.052574526,0.04498645,0.022764228,0.041734417,31,38,28,31,32,27,29,24,18,26,25,179,197,211,208,236,181,145,142,164,142,80,4,186,774,"1"
"10.01_1",1,12,1,10.01,1562,1401,29,77,17,38,1314033.904,105580,0.074792244,0.005540166,0.045706371,0.873961219,0.527565392,0.098280866,0,0.547017501,0.896927017,0.018565941,0.049295775,0.010883483,0.024327785,10,17,11,17,11,6,18,21,17,20,11,49,52,48,44,38,44,50,21,42,30,19,0,550,2406,"0"
"10.01_2",2,20,2,10.01,1041,893,38,53,23,34,1151131.086,78088,0.089565217,0.045217391,0.099130435,0.766086957,0.488467386,0.160185392,0.000464869,0.139284254,0.857829011,0.036503362,0.050912584,0.02209414,0.032660903,26,22,19,20,14,15,20,11,16,18,5,94,73,82,79,68,80,79,79,52,59,29,2,67,362,"1"
"10.02_1",3,24,1,10.02,1429,1223,29,98,33,46,2069981.834,62008,0.00698324,0.011871508,0.126396648,0.854748603,0.492296133,0.059804409,0.024737297,0.287075077,0.855843247,0.020293912,0.068579426,0.023093072,0.032190343,63,77,49,43,54,51,36,62,34,52,29,364,271,307,270,239,272,200,168,114,146,55,0,157,602,"0"
"10.02_2",4,14,2,10.02,655,579,7,37,10,22,754607.1032,103643,0.025735294,0.017156863,0,0.957107843,0.514607841,0.038981753,0.015547334,0.067870648,0.883969466,0.010687023,0.05648855,0.015267176,0.033587786,7,8,10,3,4,13,6,3,6,7,0,40,37,26,37,26,28,54,32,31,42,9,0,409,530,"0"
"10.02_3",5,16,3,10.02,1528,1301,57,85,33,52,2243923.608,92790,0.037037037,0.06986532,0.031144781,0.861952862,0.482078166,0.09856858,0,0.323529126,0.851439791,0.037303665,0.055628272,0.021596859,0.034031414,15,27,21,13,16,21,12,5,5,14,8,70,84,73,52,62,67,72,32,36,39,15,0,193,247,"0"
"100_1",6,12,1,100,1252,127,1032,17,35,41,1260206.471,10595,0.257621951,0.348323171,0.035823171,0.358231707,0.407199349,0.52619098,0.011863852,0.033698171,0.1014377,0.82428115,0.013578275,0.027955272,0.032747604,40,32,53,44,40,40,38,29,31,42,20,56,71,60,44,46,66,47,46,33,41,20,0,182,236,"0"
"100_2",7,5,2,100,746,100,607,8,9,22,779814.1184,25422,0.031598513,0,0.241635688,0.726765799,0.392292561,0.117599759,0.00944645,0.051250838,0.134048257,0.813672922,0.010723861,0.012064343,0.029490617,28,12,29,24,11,8,23,12,16,22,8,28,21,22,31,28,19,23,13,19,28,15,0,401,728,"0"
"100_3",8,6,3,100,734,53,632,10,13,26,675374.5742,21985,0.143864598,0.055007052,0.25528914,0.54583921,0.439655061,0.278555891,0.003587685,0.040137502,0.072207084,0.861035422,0.013623978,0.017711172,0.035422343,8,18,28,16,9,22,17,11,25,17,11,22,23,26,19,17,23,12,26,28,24,16,0,325,301,"0"
"100_4",9,21,4,100,1634,166,1353,28,23,64,2634901.09,18736,0.050627434,0.022501082,0.295543055,0.631328429,0.406649014,0.172128368,0.012861391,0.225593346,0.101591187,0.828029376,0.017135863,0.014075887,0.039167687,43,35,39,35,37,26,34,34,47,42,29,98,76,72,46,59,62,51,58,69,87,50,0,369,367,"0"
"101_1",10,6,1,101,779,4,752,2,12,9,800599.3825,17141,0.31002331,0.011655012,0.244755245,0.433566434,0.543959818,0.418808957,0.022728029,0.061204695,0.005134788,0.96534018,0.002567394,0.015404365,0.011553273,31,42,32,25,28,32,32,33,28,24,18,46,33,23,20,35,23,27,30,33,18,13,0,262,285,"0"
"101_2",11,8,2,101,788,2,727,6,21,32,888376.2797,18565,0.022077922,0.07012987,0.341558442,0.566233766,0.504201506,0.191571924,0.01166909,0.081742239,0.002538071,0.922588832,0.007614213,0.026649746,0.040609137,26,39,39,51,38,38,23,29,24,33,29,34,43,40,37,52,22,39,22,24,29,25,0,350,354,"0"
"101_3",12,6,3,101,734,1,694,26,3,10,839953.707,11083,0.504091653,0.083469722,0.248772504,0.163666121,0.524123726,0.673929108,0.031451948,0.119426938,0.001362398,0.945504087,0.035422343,0.004087193,0.013623978,25,23,17,19,23,22,33,24,34,29,13,30,37,22,31,19,24,23,24,38,26,11,0,297,406,"0"
"101_4",13,12,4,101,865,9,815,1,20,20,1354567.736,20396,0.128205128,0.225885226,0.108669109,0.537240537,0.52081617,0.330344586,0.059534188,0.05865278,0.010404624,0.942196532,0.001156069,0.023121387,0.023121387,36,36,39,29,21,20,43,34,31,43,18,38,33,41,40,30,34,20,26,35,32,25,0,229,337,"0"
"101_5",14,6,5,101,696,38,618,2,21,17,978310.1348,16036,0,0.113615023,0.482629108,0.403755869,0.473066376,0.248131741,0.019937417,0.213437345,0.054597701,0.887931034,0.002873563,0.030172414,0.024425287,25,21,31,32,24,30,45,25,18,28,18,60,60,44,43,39,28,29,24,36,32,11,0,232,290,"0"
"101_6",15,7,6,101,907,24,840,0,21,22,976548.0625,18368,0.081180812,0,0.21402214,0.704797048,0.504749738,0.159942002,0.007786707,0.046620762,0.02646086,0.926130099,0,0.023153252,0.024255788,22,17,18,19,20,30,23,26,21,18,15,34,35,26,36,30,36,30,22,33,41,14,0,265,295,"0"
"101_7",16,6,7,101,690,9,647,1,14,19,627293.1991,13206,0.133940182,0.318595579,0.094928479,0.452535761,0.516300798,0.396369546,0.002779775,0.033432653,0.013043478,0.937681159,0.001449275,0.020289855,0.027536232,20,24,25,18,23,21,26,16,22,23,14,32,38,27,23,18,28,28,24,20,34,18,0,694,897,"0"
"102_1",17,6,1,102,739,11,690,0,26,12,597324,8941,0.175500589,0.33451119,0.436984688,0.053003534,0.523839788,0.570644551,0.021071872,0.032218765,0.01488498,0.933694181,0,0.035182679,0.01623816,27,32,31,20,20,33,24,25,18,22,13,29,41,20,31,36,27,28,19,27,18,19,0,554,571,"0"
"102_2",18,16,2,102,1120,2,1085,0,23,10,2097111.528,7940,0.359036145,0.140963855,0.398795181,0.101204819,0.547369638,0.614451111,0.023985932,0.297657177,0.001785714,0.96875,0,0.020535714,0.008928571,60,73,71,78,56,65,72,70,60,62,27,77,71,70,70,72,73,117,99,99,102,47,0,705,1001,"0"
"102_3",19,14,3,102,1328,7,1281,7,21,12,1182101.698,10667,0.507450331,0.117549669,0.079470199,0.295529801,0.543228072,0.642096795,0.035294302,0.014430817,0.005271084,0.964608434,0.005271084,0.015813253,0.009036145,63,53,44,55,54,47,56,43,49,47,43,58,76,53,57,49,44,62,46,32,67,27,0,524,584,"0"
"103_1",20,15,1,103,1387,6,1301,9,49,22,1806511.391,18303,0.108446298,0.214807091,0.228362878,0.448383733,0.528286648,0.343718747,0.095227473,0.058092835,0.004325883,0.937995674,0.006488825,0.035328046,0.015861572,49,69,64,71,63,70,66,80,62,65,46,96,100,109,85,93,73,92,64,140,98,51,0,271,280,"0"
"103_2",21,14,2,103,1062,4,1001,3,19,35,1217942.229,16911,0.064195897,0.291859696,0.129053607,0.514890801,0.521180844,0.316469432,0.041813867,0.072590994,0.003766478,0.942561205,0.002824859,0.017890772,0.032956685,41,50,32,51,52,62,56,46,47,51,36,61,47,62,46,63,58,69,50,54,50,24,0,271,333,"0"
"104_1",22,8,1,104,535,1,509,0,2,23,740957.7731,26810,0.34775641,0.075320513,0.092948718,0.483974359,0.530021508,0.449822412,0.067343746,0.01862177,0.001869159,0.951401869,0,0.003738318,0.042990654,24,39,34,26,29,26,15,16,19,26,17,19,42,38,28,13,29,20,19,30,29,13,0,592,655,"0"
"104_2",23,5,2,104,725,7,684,1,18,15,670044.5604,21611,0.201923077,0.201923077,0,0.596153846,0.523238789,0.35291173,0.025554261,0.006853145,0.009655172,0.943448276,0.00137931,0.024827586,0.020689655,19,19,16,24,35,30,23,30,32,22,21,40,35,33,28,44,37,31,24,21,25,15,0,398,508,"0"
"104_3",24,18,3,104,1146,6,1093,0,27,20,1764642.085,15441,0.106106106,0.14014014,0.463463463,0.29029029,0.53237182,0.371244501,0.078636279,0.052466425,0.005235602,0.953752182,0,0.023560209,0.017452007,48,61,50,61,46,83,48,61,50,57,27,64,54,74,56,60,67,51,57,59,79,34,2,224,273,"1"
"104_4",25,8,4,104,926,58,796,4,13,55,1898574.977,12123,0.097154073,0.072620216,0.42296369,0.407262022,0.43823087,0.300496942,0.026893674,0.397977626,0.062634989,0.859611231,0.004319654,0.014038877,0.059395248,52,52,39,52,34,32,40,26,28,24,19,70,57,80,48,45,43,38,35,35,39,18,0,757,926,"0"
"105_1",26,13,1,105,295,2,277,0,8,8,1090439.167,8822,0.298136646,0.099378882,0.118012422,0.48447205,0.521064622,0.423368819,0.15732639,0.257979531,0.006779661,0.938983051,0,0.027118644,0.027118644,25,19,18,18,15,18,24,17,30,25,15,28,21,22,20,15,9,17,27,45,48,21,0,518,503,"0"
"105_2",27,29,2,105,1997,61,1837,0,44,55,2978910.73,9686,0.251515152,0.188484848,0.37030303,0.18969697,0.498499458,0.524961546,0.058806587,0.120108128,0.030545819,0.91987982,0,0.02203305,0.027541312,69,104,73,74,58,63,82,65,70,67,32,120,119,79,95,92,91,67,75,72,65,51,0,308,480,"0"
"105_3",28,14,3,105,1454,32,1348,20,33,21,3001285.581,17999,0.129848229,0.238617201,0.192242833,0.439291737,0.5057173,0.370181819,0.036581763,0,0.022008253,0.927097662,0.013755158,0.022696011,0.014442916,33,54,47,53,38,67,49,55,41,58,23,61,44,54,52,34,63,54,41,34,50,16,0,464,728,"0"
"106_1",29,12,1,106,677,21,582,25,42,7,1213741.705,10929,0.265306122,0.170553936,0.214285714,0.349854227,0.476676369,0.472351994,0.189079553,0.065966985,0.031019202,0.859675037,0.036927622,0.062038405,0.010339734,40,33,27,34,25,34,19,30,19,30,17,60,42,42,41,55,52,38,31,46,51,22,4,177,194,"1"
"106_2",30,16,2,106,799,16,744,10,21,8,1639766.887,11778,0.268542199,0.254475703,0.24168798,0.235294118,0.512409736,0.543993812,0.109813012,0.236318309,0.020025031,0.931163955,0.012515645,0.026282854,0.010012516,50,36,32,43,50,33,49,51,47,48,25,75,57,86,54,52,77,74,54,79,83,37,2,992,988,"1"
"107_1",31,11,1,107,595,5,565,0,10,15,822055.162,7228,0.384827586,0.15862069,0.259310345,0.197241379,0.52819947,0.605084257,0.105272382,0.018219436,0.008403361,0.949579832,0,0.016806723,0.025210084,12,15,16,16,23,23,12,17,16,17,10,22,24,24,18,20,21,13,13,13,17,9,0,410,325,"0"
"107_2",32,28,2,107,1177,22,1095,8,23,29,2077598.973,10133,0.104237288,0.171186441,0.45,0.274576271,0.508950989,0.386283109,0.107644406,0.198365257,0.018691589,0.930331351,0.006796941,0.019541206,0.024638912,96,82,88,98,92,123,108,92,85,82,46,106,78,95,95,88,97,88,89,122,81,49,8,376,432,"1"
"107_3",33,7,3,107,662,6,625,0,10,21,718505.4744,10626,0.155251142,0.171993912,0.356164384,0.316590563,0.5227284,0.40754309,0.055590008,0.034631958,0.009063444,0.944108761,0,0.01510574,0.031722054,58,64,50,51,28,35,33,26,26,23,16,33,35,51,31,37,38,29,20,23,21,7,0,190,271,"0"
"107_4",34,16,4,107,1128,34,1060,2,18,14,1331843.377,7368,0.268189509,0.233502538,0.371404399,0.126903553,0.518335951,0.574304056,0.105600718,0.013026575,0.030141844,0.939716312,0.00177305,0.015957447,0.012411348,33,39,29,32,40,37,34,32,32,54,14,41,54,52,40,30,60,38,32,23,42,20,0,290,360,"0"
"108_1",35,13,1,108,551,6,526,0,9,10,1740233.611,9930,0.2467903,0.266761769,0.306704708,0.179743224,0.533247588,0.552499484,0.128096601,0.004356456,0.010889292,0.954627949,0,0.016333938,0.01814882,17,23,12,24,13,19,14,16,18,27,7,35,28,26,23,32,23,14,26,25,29,10,0,367,525,"0"
"108_2",36,11,2,108,633,19,593,0,10,11,1115539.112,8110,0.35234474,0.47148289,0,0.17617237,0.515428485,0.699101333,0.281464377,0.031291616,0.030015798,0.936808847,0,0.015797788,0.017377567,27,32,40,29,31,21,25,21,23,30,11,41,37,45,41,22,41,37,31,23,20,22,0,294,425,"0"
"108_3",37,19,3,108,1093,145,864,27,30,27,1696987.483,10191,0.312781955,0.269172932,0.282706767,0.135338346,0.372895224,0.614998917,0.194890171,0.041490169,0.132662397,0.790484904,0.024702653,0.027447392,0.024702653,31,34,33,28,43,36,31,35,38,34,24,70,45,60,38,40,55,50,51,43,39,34,0,282,263,"0"
"108_4",38,11,4,108,801,74,631,15,52,29,905773.7354,11871,0.426470588,0.114705882,0.133823529,0.325,0.407647072,0.574188374,0.085199716,0.139922703,0.092384519,0.787765293,0.018726592,0.064918851,0.036204744,27,24,36,20,30,27,32,23,30,26,19,54,41,40,40,55,34,30,35,42,36,18,4,461,410,"1"
"108_5",39,10,5,108,533,8,502,4,9,10,837643.2815,10832,0.244565217,0.305706522,0.150815217,0.298913043,0.520458288,0.5229012,0.177859014,0.038777932,0.015009381,0.941838649,0.00750469,0.016885553,0.018761726,34,24,30,21,30,33,23,24,20,19,24,20,27,23,27,24,29,14,20,23,31,25,0,172,284,"0"
"109_1",40,15,1,109,802,70,679,16,21,16,1265981.999,12768,0.170441001,0.159713945,0.374255066,0.295589988,0.427780882,0.421210636,0.069463775,0.008955136,0.087281796,0.846633416,0.019950125,0.026184539,0.019950125,55,73,43,39,34,45,33,46,38,33,22,55,48,56,28,27,38,33,44,24,39,18,6,287,478,"1"
"109_2",41,8,2,109,734,144,544,15,21,10,469992.7097,7930,0.331018519,0.266203704,0.173611111,0.229166667,0.324717696,0.593912475,0.01684609,0.011757781,0.196185286,0.741144414,0.020435967,0.028610354,0.013623978,28,14,19,14,21,15,12,23,14,7,5,36,22,39,36,38,20,27,23,16,17,10,4,109,372,"1"
"109_3",42,11,3,109,777,183,500,41,21,32,931610.9362,10518,0.391796322,0.257425743,0.131541726,0.219236209,0.225490598,0.636805174,0.088310395,0.123389184,0.235521236,0.643500644,0.052767053,0.027027027,0.041184041,32,30,35,25,22,29,32,28,24,23,7,86,34,53,50,38,35,44,37,40,36,25,2,172,405,"1"
"11.01_1",43,15,1,11.01,701,530,68,54,14,35,387597.1691,47962,0.156424581,0,0.06424581,0.779329609,0.400969037,0.186492115,0.024744998,0.351654669,0.756062767,0.09700428,0.07703281,0.019971469,0.049928673,15,8,17,9,12,9,7,6,17,7,2,31,46,37,37,29,41,48,28,31,31,13,0,127,602,"0"
"11.01_2",44,11,2,11.01,1015,791,103,56,24,41,566784.9316,35054,0.158227848,0.152802893,0.200723327,0.488245931,0.40994872,0.342913628,0.002000601,0.102849214,0.779310345,0.101477833,0.055172414,0.02364532,0.040394089,19,14,9,13,20,20,19,19,21,11,7,59,48,33,35,42,43,36,24,48,27,10,4,89,299,"1"
"11.01_3",45,15,3,11.01,1032,828,62,69,34,39,573251.8286,57818,0.085043988,0.107526882,0.077223851,0.730205279,0.446348531,0.191347383,0.00082477,0.101545915,0.802325581,0.060077519,0.066860465,0.032945736,0.037790698,22,7,8,8,19,15,15,10,8,9,6,50,55,50,86,88,65,72,46,36,39,15,0,313,1203,"0"
"11.01_4",46,10,4,11.01,838,616,104,48,23,47,342366.1601,45287,0.052287582,0.040849673,0.138888889,0.767973856,0.369511497,0.131938242,0.003292428,0.099525343,0.735083532,0.124105012,0.057279236,0.027446301,0.056085919,7,9,6,10,12,8,8,5,9,6,9,34,31,28,30,36,26,34,26,34,14,6,3,128,501,"1"
"11.02_1",47,16,1,11.02,972,817,41,44,35,35,1431039.839,58683,0.046137339,0.010729614,0.074034335,0.869098712,0.483524874,0.081761851,0,0.063553518,0.840534979,0.04218107,0.04526749,0.03600823,0.03600823,34,26,29,30,30,28,40,23,27,29,17,177,99,133,73,103,121,129,98,113,122,35,0,274,291,"0"
"11.02_2",48,11,2,11.02,1687,1338,89,142,44,74,761823.4419,50718,0.149749373,0.06641604,0.123433584,0.660401003,0.447595527,0.246612813,0,0.107837853,0.793123889,0.052756372,0.084173088,0.026081802,0.043864849,17,12,15,12,16,18,14,6,12,2,4,58,60,63,45,42,48,48,38,34,41,24,0,284,352,"0"
"110_1",49,9,1,110,599,22,537,1,7,32,1529166.616,9162,0,0.50456621,0.381278539,0.114155251,0.475113795,0.486019077,0.12203917,0.197115736,0.03672788,0.896494157,0.001669449,0.011686144,0.053422371,25,22,14,21,32,28,20,32,35,32,13,35,24,29,25,34,19,22,35,28,28,12,4,373,480,"1"
"110_2",50,6,2,110,903,24,843,0,21,15,1171461.657,9026,0.34192673,0.295793758,0.164179104,0.198100407,0.512174456,0.622740875,0.092545602,0.046428762,0.026578073,0.933554817,0,0.023255814,0.016611296,25,30,27,27,28,36,34,20,22,17,18,53,42,40,35,29,32,26,26,30,22,17,2,372,507,"1"
"110_3",51,9,3,110,830,34,739,6,23,28,1197492.401,17496,0.111239861,0.115874855,0.533024334,0.23986095,0.473035216,0.383979179,0.198911929,0.088595704,0.040963855,0.890361446,0.007228916,0.027710843,0.03373494,45,34,26,37,32,41,41,28,34,38,17,45,54,58,45,38,41,40,51,45,40,23,2,523,1422,"1"
"110_4",52,12,4,110,1138,12,1087,0,16,23,1185440.407,21182,0.22724114,0.106323836,0.113273106,0.553161918,0.533804173,0.352222701,0.128616554,0.043972681,0.010544815,0.955184534,0,0.014059754,0.020210896,22,33,31,40,29,46,34,35,46,37,19,57,52,62,54,58,53,37,45,41,26,22,2,338,426,"1"
"111_1",53,13,1,111,494,5,454,1,3,31,6692600.864,14509,0,0.505703422,0.231939163,0.262357414,0.497647979,0.434612425,0.249135963,0.875527487,0.010121457,0.91902834,0.002024291,0.006072874,0.062753036,33,35,43,55,57,30,51,65,61,58,35,45,56,124,182,181,163,131,160,183,130,67,2,434,476,"1"
"111_2",54,8,2,111,570,24,504,12,18,12,2678284.575,17668,0.017985612,0.377697842,0.120503597,0.48381295,0.470752401,0.325031825,0.062466493,0.251250899,0.042105263,0.884210526,0.021052632,0.031578947,0.021052632,39,48,26,28,24,27,32,27,31,43,13,67,40,38,47,41,46,38,23,28,43,15,2,683,671,"1"
"111_3",55,9,3,111,715,10,672,10,18,5,932235.8192,7162,0.255874674,0.455613577,0.125326371,0.163185379,0.519997892,0.630651463,0.090318358,0.168379294,0.013986014,0.93986014,0.013986014,0.025174825,0.006993007,29,35,45,63,63,33,34,27,41,41,23,44,57,55,43,39,41,40,44,47,38,28,0,573,779,"0"
"111_4",56,15,4,111,1066,9,1012,4,23,18,1583958.907,12590,0.138461538,0.41183432,0.171597633,0.278106509,0.527962978,0.493093958,0.045669926,0.094901511,0.008442777,0.94934334,0.003752345,0.021575985,0.016885553,57,69,48,58,67,73,64,74,65,64,44,83,72,61,49,72,56,63,42,62,77,34,4,265,315,"1"
"111_5",57,19,5,111,867,15,809,10,17,16,2104055.449,13767,0.197385621,0.134640523,0.453594771,0.214379085,0.511722291,0.459670549,0.13534659,0.255931835,0.017301038,0.933102653,0.011534025,0.019607843,0.018454441,53,57,49,42,36,56,69,55,57,60,39,88,81,110,63,73,72,66,75,62,50,39,2,315,353,"1"
"112_1",58,6,1,112,646,5,611,1,22,7,631656.8773,25231,0.198198198,0.057057057,0.393393393,0.351351351,0.534839088,0.385240524,0.030350859,0.077483571,0.007739938,0.945820433,0.001547988,0.034055728,0.010835913,24,20,19,28,25,16,22,32,30,26,23,25,34,27,25,28,24,35,26,30,39,22,0,228,294,"0"
"112_2",59,6,2,112,670,1,652,1,10,6,844012.7446,22567,0,0.05,0.230769231,0.719230769,0.551753967,0.115620605,0.041694165,0.067846694,0.001492537,0.973134328,0.001492537,0.014925373,0.008955224,25,29,21,29,32,36,41,26,29,30,17,31,29,39,25,30,41,31,41,28,43,15,0,338,421,"0"
"112_3",60,6,3,112,804,6,763,5,23,7,758585.2262,14676,0.259310345,0.055172414,0.362758621,0.322758621,0.532574868,0.437299937,0.003369359,0.024780858,0.007462687,0.949004975,0.006218905,0.028606965,0.008706468,20,19,30,17,24,14,15,25,25,25,14,20,35,30,21,36,22,26,40,22,27,15,0,286,317,"0"
"112_4",61,8,4,112,950,5,892,0,30,23,952742.0375,18417,0.088339223,0.068904594,0.236749117,0.606007067,0.525489243,0.223564207,0.002546504,0.024885064,0.005263158,0.938947368,0,0.031578947,0.024210526,34,49,25,31,24,33,31,24,32,39,16,44,50,44,23,44,35,47,42,45,27,20,0,358,302,"0"
"112_5",62,7,5,112,781,19,727,2,21,12,814060.8806,11835,0.197295147,0.175815434,0.341288783,0.285600636,0.512709406,0.449104476,0.003444301,0.014063372,0.024327785,0.930857875,0.002560819,0.026888604,0.015364917,48,32,25,30,26,19,27,25,19,22,13,31,47,28,40,49,22,26,25,24,11,14,0,349,330,"0"
"112_6",63,6,6,112,754,2,708,2,15,27,690984.3117,10920,0.276176024,0.101669196,0.256449165,0.365705615,0.517611681,0.450331587,0.049470444,0.034249741,0.00265252,0.938992042,0.00265252,0.019893899,0.035809019,37,32,40,30,26,36,30,37,36,32,22,28,30,29,29,35,30,26,23,33,23,16,0,530,583,"0"
"112_7",64,6,7,112,889,0,837,6,28,18,717216.9081,9294,0.070960699,0.456331878,0.274017467,0.198689956,0.527966302,0.489218291,0.014829952,0.016021103,0,0.941507312,0.006749156,0.031496063,0.020247469,31,33,37,27,34,37,23,30,30,51,16,36,41,24,35,31,34,28,26,29,33,13,0,512,504,"0"
"113_1",65,6,1,113,1047,6,984,2,41,14,1603381.879,22896,0.083064516,0.07016129,0.17983871,0.666935484,0.533950511,0.199018363,0.000923048,0.213915257,0.005730659,0.93982808,0.00191022,0.039159503,0.013371538,17,27,78,48,73,54,49,47,66,49,22,37,44,65,90,77,55,49,37,67,39,23,0,283,336,"0"
"113_2",66,12,2,113,906,12,859,8,11,16,1125124.357,16453,0.223908918,0.022770398,0.311195446,0.442125237,0.526743259,0.359499926,0.111218504,0.050561898,0.013245033,0.94812362,0.008830022,0.01214128,0.017660044,42,47,48,31,44,61,49,57,48,54,31,48,43,59,43,37,53,61,48,40,43,29,0,337,540,"0"
"113_3",67,6,3,113,964,4,916,5,20,19,872104.3884,11663,0.241815476,0.09375,0.375744048,0.288690476,0.528827107,0.450462615,0.019842193,0.024637204,0.004149378,0.950207469,0.005186722,0.020746888,0.019709544,30,32,35,31,30,16,26,16,25,21,21,37,44,31,27,44,21,7,44,28,35,18,0,258,350,"0"
"114_1",68,8,1,114,1262,64,1101,24,35,38,2269858.651,18317,0.058883769,0.098822325,0.402457757,0.43983615,0.455121406,0.271514778,0.022736541,0.037252039,0.050713154,0.872424723,0.019017433,0.027733756,0.030110935,40,33,36,35,34,39,32,22,29,24,13,52,73,58,49,55,58,34,39,54,38,30,0,301,272,"0"
"114_2",69,7,2,114,743,8,698,9,16,12,793328.7439,13523,0.059904153,0.167731629,0.385782748,0.38658147,0.518054363,0.314930632,0.010904471,0.009798094,0.01076716,0.939434724,0.012113055,0.02153432,0.01615074,18,17,28,27,27,29,29,26,24,27,6,53,58,46,20,40,26,18,24,34,19,12,0,255,271,"0"
"114_3",70,6,3,114,835,14,788,2,11,20,754571.2601,17006,0.137135922,0.264563107,0.134708738,0.463592233,0.522332213,0.375851809,0.005776881,0.011480316,0.016766467,0.943712575,0.00239521,0.013173653,0.023952096,27,27,28,41,21,33,30,24,28,28,14,28,23,36,30,26,23,25,17,21,23,20,0,482,554,"0"
"114_4",71,6,4,114,848,5,811,0,24,8,791649.9315,17996,0.051886792,0.223584906,0.321698113,0.402830189,0.539632739,0.323169484,0.001979131,0.03008428,0.005896226,0.956367925,0,0.028301887,0.009433962,30,21,9,25,22,33,35,24,23,14,19,23,37,26,23,25,17,32,20,28,21,19,0,469,682,"0"
"114_5",72,6,5,114,1424,20,1321,4,51,28,1520172.807,10981,0.493601463,0.071907374,0.127361365,0.307129799,0.518446073,0.612405951,0.021544383,0.02277127,0.014044944,0.927668539,0.002808989,0.035814607,0.019662921,36,47,50,48,44,45,45,40,44,54,29,46,62,64,34,50,49,46,46,64,62,31,0,136,236,"0"
"114_6",73,15,6,114,1014,37,899,12,38,28,4331172.272,26301,0.026709402,0.348290598,0.206196581,0.418803419,0.479026044,0.343575441,0.017422219,0.200359607,0.036489152,0.886587771,0.01183432,0.037475345,0.027613412,65,75,31,34,37,29,40,46,39,42,31,118,122,53,55,44,52,58,60,48,42,30,0,285,350,"0"
"115_1",74,6,1,115,945,83,824,11,14,13,855821.943,23688,0.028473804,0,0.234624146,0.73690205,0.45057731,0.111872138,0,0,0.087830688,0.871957672,0.011640212,0.014814815,0.013756614,15,6,16,12,11,12,13,7,18,15,11,32,10,21,15,25,28,26,20,26,17,16,0,300,433,"0"
"115_2",75,6,2,115,1230,103,1018,13,32,64,1040112.373,16671,0.063448276,0.27862069,0.216551724,0.44137931,0.408621464,0.337015056,0.002625505,0.019308272,0.083739837,0.827642276,0.010569106,0.02601626,0.05203252,30,19,25,29,51,30,22,23,12,27,17,25,39,28,30,30,34,47,37,33,23,24,0,239,281,"0"
"115_3",76,12,3,115,1117,104,952,5,23,33,1349775.675,26987,0.100938967,0.007824726,0.147104851,0.744131455,0.430902539,0.162740725,0.003467561,0.0507377,0.093106535,0.852282901,0.004476276,0.020590868,0.02954342,25,20,29,30,27,31,22,27,33,40,16,54,50,45,39,36,53,31,33,43,28,21,0,269,691,"0"
"115_4",77,7,4,115,990,60,852,11,23,44,737102.2202,19407,0.113033449,0.026528258,0.320645905,0.539792388,0.439225699,0.249160683,0.003117863,0.036603231,0.060606061,0.860606061,0.011111111,0.023232323,0.044444444,22,29,24,20,18,22,26,21,23,16,18,40,21,22,30,28,36,31,26,16,20,11,0,125,233,"0"
"117_1",78,13,1,117,1931,1093,713,29,39,57,7032910.203,13113,0.237775647,0.015340364,0.104506232,0.642377756,0.19666634,0.2965986,0.00386953,0,0.566027965,0.369238736,0.015018125,0.020196789,0.029518384,30,28,22,35,24,19,35,32,13,22,9,88,64,65,52,72,79,65,75,50,51,30,0,202,266,"0"
"118_1",79,7,1,118,781,46,671,4,33,27,1303810.571,24016,0.099320883,0,0.056876061,0.843803056,0.456371378,0.124034107,0.023074782,0.004942224,0.058898848,0.85915493,0.005121639,0.042253521,0.034571063,12,18,18,8,7,13,7,10,11,12,9,36,24,23,9,17,17,14,24,23,29,17,0,449,602,"0"
"118_2",80,6,2,118,1063,25,999,10,18,11,1188801.142,30084,0.018536585,0.102439024,0.40097561,0.47804878,0.518412677,0.231214977,0.010031259,0.023809853,0.023518344,0.939793039,0.009407338,0.016933208,0.010348071,32,17,16,17,16,28,22,18,11,18,7,36,22,29,21,21,28,20,20,25,30,14,0,152,197,"0"
