"blockgroupID","X","blockcount","blockgroup","censustract","total","white","black","asian","other","hispanic","area","income","poverty.1.verypoor","poverty.2.poor","poverty.3.middle","poverty.4.uppermiddle","segregationmetric","povertymetric","vacantprop","comresprop","whiteprop","blackprop","asianprop","otherprop","hispanicprop","violentcrime.2006","violentcrime.2007","violentcrime.2008","violentcrime.2009","violentcrime.2010","violentcrime.2011","violentcrime.2012","violentcrime.2013","violentcrime.2014","violentcrime.2015","violentcrime.2016","nonviolentcrime.2006","nonviolentcrime.2007","nonviolentcrime.2008","nonviolentcrime.2009","nonviolentcrime.2010","nonviolentcrime.2011","nonviolentcrime.2012","nonviolentcrime.2013","nonviolentcrime.2014","nonviolentcrime.2015","nonviolentcrime.2016","mural_count","violentcrime_total","nonviolentcrime_total","mural_presence"
"375_1",1050,13,1,375,2138,1255,518,163,95,107,5136680.321,28798,0.268867925,0.008018868,0.175471698,0.547641509,0.251887468,0.348891137,0.013673945,0.03904452,0.586997194,0.242282507,0.076239476,0.044434051,0.050046773,16,13,13,13,17,13,15,10,8,22,16,73,63,67,70,58,36,33,34,31,44,20,0,681,2422,"0"
"375_2",1051,19,2,375,1633,625,898,21,38,51,5983198.257,40237,0.027188329,0.118037135,0.062997347,0.791777188,0.141897328,0.133051779,0.005637872,0.001310866,0.38273117,0.549908145,0.012859767,0.023270055,0.031230863,14,13,12,24,19,15,18,11,10,27,5,48,41,47,35,37,36,45,37,45,33,14,0,730,3120,"0"
"376_1",1052,60,1,376,828,61,420,252,11,84,3703424.687,15564,0.20195122,0.090731707,0.167804878,0.539512195,0.327448925,0.333863514,0.021795,0.730424892,0.073671498,0.507246377,0.304347826,0.013285024,0.101449275,99,87,78,79,82,57,51,41,42,39,26,219,246,240,266,282,247,272,210,181,172,87,5,549,2833,"1"
"376_2",1053,65,2,376,2158,971,583,355,76,173,4006383.089,34041,0.205302515,0.069340585,0.115567641,0.609789259,0.193892374,0.304163734,0.037960852,0.537790835,0.449953661,0.270157553,0.164504171,0.035217794,0.080166821,70,64,70,74,68,72,69,73,72,67,31,327,308,336,331,474,373,283,225,172,145,146,24,859,1324,"1"
"377_1",1054,31,1,377,2540,1396,881,102,62,99,3924300.296,6955,0.243410853,0.127131783,0.099224806,0.530232558,0.180997412,0.378815373,0.020617307,0.133551329,0.549606299,0.346850394,0.04015748,0.024409449,0.038976378,73,72,52,51,59,39,51,35,47,39,31,256,235,269,259,280,295,282,303,287,242,125,2,196,208,"1"
"377_2",1055,34,2,377,2553,342,1376,108,49,678,3460407.13,8766,0.421992854,0.23580786,0.205637158,0.136562128,0.260326926,0.679257845,0.113164859,0.044751139,0.133960047,0.538973756,0.042303173,0.019193106,0.265569918,113,109,106,80,78,60,69,63,76,67,38,173,130,157,124,143,127,113,118,102,86,51,2,471,1851,"1"
"377_3",1056,6,3,377,542,30,380,7,2,123,538270.1049,13593,0.054455446,0.422442244,0.226072607,0.297029703,0.383827532,0.431458578,0.213598576,0.040300926,0.055350554,0.701107011,0.012915129,0.003690037,0.226937269,21,23,22,18,16,20,12,25,9,14,16,26,20,30,13,17,16,14,24,13,21,14,1,295,857,"1"
"378_1",1057,44,1,378,960,836,49,15,13,47,7180573.136,27090,0.041312272,0.230862697,0.125151883,0.602673147,0.501471709,0.24846554,0.239533244,0.61113728,0.870833333,0.051041667,0.015625,0.013541667,0.048958333,50,40,48,52,48,66,54,30,34,28,21,174,172,152,169,223,225,177,139,125,147,148,0,159,442,"0"
"378_2",1058,90,2,378,660,568,18,12,7,55,53241741.44,32577,0.007092199,0.003546099,0.313829787,0.675531915,0.491244436,0.119615742,0.015352848,0.342476104,0.860606061,0.027272727,0.018181818,0.010606061,0.083333333,25,27,38,17,41,34,25,27,20,27,14,59,77,102,86,111,73,99,73,72,73,32,0,191,431,"0"
"378_3",1059,11,3,378,884,763,27,16,13,65,827945.3577,26220,0.093610698,0.169390788,0.09063893,0.646359584,0.493760548,0.24826927,0.028448693,0.053343128,0.863122172,0.030542986,0.018099548,0.014705882,0.073529412,18,12,14,19,15,16,21,14,11,6,13,26,46,44,47,52,51,38,37,37,38,26,0,126,411,"0"
"379_1",1060,9,1,379,714,666,2,2,16,28,705085.4788,24611,0.331578947,0.022807018,0.054385965,0.59122807,0.563411485,0.382665993,0.002415152,0.028491405,0.932773109,0.00280112,0.00280112,0.022408964,0.039215686,27,11,14,13,22,27,14,10,15,21,17,32,51,41,44,42,51,39,45,43,28,15,0,464,4416,"0"
"379_2",1061,12,2,379,1088,1044,5,2,10,27,1220242.304,22491,0.075723831,0.028953229,0.19376392,0.70155902,0.590197199,0.167379495,0.030465833,0.030199306,0.959558824,0.004595588,0.001838235,0.009191176,0.024816176,16,17,10,15,10,18,6,13,8,10,3,32,52,46,39,48,41,43,37,37,18,18,0,206,522,"0"
"379_3",1062,32,3,379,805,689,11,41,16,48,8404806.819,26839,0.12745098,0.02124183,0.200980392,0.650326797,0.486538997,0.218754747,0.059067231,0.779572382,0.855900621,0.013664596,0.050931677,0.019875776,0.059627329,42,43,44,49,39,37,44,51,40,55,20,446,407,393,378,434,463,486,444,340,360,265,0,156,360,"0"
"379_4",1063,12,4,379,814,790,0,5,7,12,788898.682,13055,0.13895048,0.112342942,0.344419808,0.40428677,0.601154346,0.344641972,0.00684914,0.160549144,0.970515971,0,0.006142506,0.008599509,0.014742015,20,29,19,16,17,18,16,26,17,16,12,30,47,39,49,42,45,63,52,56,61,38,0,210,546,"0"
"379_5",1064,13,5,379,776,766,0,1,2,7,1203916.317,20566,0.021052632,0.066666667,0.212280702,0.7,0.617751778,0.1428865,0.060181697,0.012282991,0.987113402,0,0.00128866,0.00257732,0.009020619,23,13,16,14,19,20,17,10,9,10,5,34,40,28,38,42,34,50,29,23,24,18,0,436,724,"0"
"379_6",1065,20,6,379,1118,1011,26,17,24,40,2457618.62,24033,0.016848365,0.103072349,0.153617443,0.726461843,0.534931757,0.143423167,0.093506721,0.071692839,0.904293381,0.023255814,0.015205725,0.021466905,0.035778175,19,30,18,21,32,12,18,16,11,20,13,52,53,71,50,58,62,54,44,41,32,29,0,430,824,"0"
"38_1",1090,10,1,38,983,932,4,20,12,15,823791.8433,35901,0,0.011188811,0.163636364,0.825174825,0.578756382,0.065021313,0,0.021567582,0.948118006,0.004069176,0.02034588,0.012207528,0.01525941,19,9,9,9,4,14,12,17,6,11,5,30,22,28,36,25,26,27,25,19,21,16,0,355,732,"0"
"38_2",1091,31,2,38,973,919,13,32,4,5,9322931.784,32676,0.019698725,0.046349942,0.213209733,0.720741599,0.575139917,0.127588018,0.125788451,0.853386144,0.944501542,0.01336074,0.032887975,0.004110997,0.005138746,80,92,72,64,60,67,44,50,52,74,42,404,387,276,294,416,421,388,367,325,387,193,0,427,1045,"0"
"38_3",1092,11,3,38,981,787,41,90,13,50,754147.1085,28542,0,0.106707317,0.108231707,0.785060976,0.461859188,0.112431693,0,0.054267575,0.80224261,0.041794088,0.091743119,0.013251784,0.0509684,15,12,9,16,13,13,15,15,15,14,10,25,21,31,38,29,37,22,20,34,22,11,0,596,2006,"0"
"38_4",1093,10,4,38,961,827,10,54,22,48,798804.2714,33247,0.01910828,0.076433121,0.173248408,0.731210191,0.49120029,0.134031529,0,0.033670786,0.860561915,0.010405827,0.056191467,0.02289282,0.049947971,20,14,8,10,11,13,2,7,3,10,4,28,33,30,26,22,28,21,18,16,24,10,0,602,2365,"0"
"380_1",1066,18,1,380,1068,786,70,9,12,191,6771674.368,19561,0.099173554,0.11322314,0.261157025,0.526446281,0.422595996,0.274440606,0.052361538,0.063268487,0.735955056,0.065543071,0.008426966,0.011235955,0.178838951,32,47,46,41,43,40,44,33,41,48,21,72,66,90,64,98,86,67,51,52,50,28,0,933,2599,"0"
"380_2",1067,22,2,380,1307,844,156,9,29,269,2635036.866,15427,0.136084284,0.068481124,0.314310799,0.481123793,0.359370466,0.300447851,0.062404326,0.084894328,0.645753634,0.119357307,0.006885998,0.022188217,0.205814843,44,49,43,38,39,46,42,33,38,37,21,93,72,100,58,94,99,70,78,68,62,30,0,3013,3442,"0"
"381_1",1068,44,1,381,658,394,115,2,15,132,19364252.39,11356,0.215,0.231666667,0.301666667,0.251666667,0.307194086,0.492866439,0.018683825,0.015362435,0.598784195,0.174772036,0.003039514,0.022796353,0.200607903,30,42,33,44,28,29,41,24,30,39,15,59,74,93,76,68,78,94,60,50,52,28,0,270,418,"0"
"381_2",1069,74,2,381,175,41,103,0,3,28,34041897.94,10155,0.170731707,0.073170732,0.256097561,0.5,0.20435468,0.319710975,0.168001187,0.3925644,0.234285714,0.588571429,0,0.017142857,0.16,43,46,37,48,55,46,43,24,31,27,27,132,113,123,87,119,132,95,78,58,64,44,0,563,755,"0"
"382_1",1070,29,1,382,778,463,68,4,21,222,6029098.252,14756,0.101415094,0.193396226,0.474056604,0.231132075,0.391600291,0.407259503,0.052381652,0.6652738,0.595115681,0.087403599,0.005141388,0.026992288,0.285347044,57,58,71,51,63,51,70,46,49,50,30,171,271,257,199,222,191,178,141,151,128,97,0,67,273,"0"
"382_2",1071,15,2,382,807,668,40,7,9,83,2695286.839,19046,0.141206675,0.016688062,0.297817715,0.544287548,0.458395501,0.263845689,0.013093132,0.757327271,0.827757125,0.049566295,0.008674102,0.011152416,0.102850062,57,89,69,69,61,48,46,50,37,49,27,298,269,286,241,198,246,258,185,170,149,65,0,156,759,"0"
"382_3",1072,43,3,382,1046,317,248,13,33,435,11219370.76,10895,0.095754291,0.265582656,0.281842818,0.356820235,0.30092564,0.384600462,0.073828065,0.690693938,0.303059273,0.23709369,0.012428298,0.031548757,0.415869981,76,109,76,73,102,91,118,90,79,77,42,216,196,209,246,177,204,304,306,332,291,118,0,36,234,"0"
"383_1",1073,54,1,383,2354,239,944,24,12,1135,28732483.04,7560,0.420193022,0.217520416,0.083147736,0.279138827,0.359321642,0.621769411,0.042264694,0.692721072,0.101529312,0.401019541,0.010195412,0.005097706,0.482158029,368,336,333,246,306,288,240,248,231,261,156,359,389,433,363,367,324,279,260,284,232,152,0,79,425,"0"
"383_2",1074,13,2,383,764,29,144,0,14,577,1710577.669,5218,0.563882064,0.152334152,0.237100737,0.046683047,0.632399215,0.780691783,0.026426719,0.256810819,0.037958115,0.188481675,0,0.018324607,0.755235602,31,37,28,26,29,26,20,24,15,27,7,43,66,46,35,54,37,40,39,28,16,14,0,56,593,"0"
"383_3",1075,15,3,383,1039,23,277,4,21,714,2519600.379,14250,0.13087491,0.084598698,0.211135213,0.573391179,0.564362843,0.270187753,0.088244948,0.395419484,0.02213667,0.266602502,0.003849856,0.020211742,0.68719923,60,62,67,34,50,41,54,66,47,43,39,90,106,96,62,79,77,67,50,46,55,27,1,119,308,"1"
"384_1",1076,20,1,384,1360,1131,116,60,30,23,20438161.98,36531,0.082865169,0,0.089185393,0.827949438,0.462256023,0.118071538,0.000831154,0.030566967,0.831617647,0.085294118,0.044117647,0.022058824,0.016911765,8,9,8,4,6,4,8,5,9,5,1,29,33,23,25,28,27,25,30,21,21,11,0,154,530,"0"
"384_2",1077,23,2,384,1077,949,59,33,5,31,6979779.389,40483,0.032833021,0.022514071,0.120075047,0.824577861,0.511789722,0.092142343,0.013003574,0.335068043,0.881151346,0.054781801,0.030640669,0.004642526,0.028783658,16,11,16,20,12,14,17,11,13,19,7,73,78,71,61,74,80,76,82,63,59,42,0,155,260,"0"
"385_1",1078,9,1,385,602,543,11,20,13,15,4045307.909,84547,0,0,0.025537634,0.974462366,0.532631731,0.008926697,0.00381373,0.106550794,0.901993355,0.018272425,0.033222591,0.021594684,0.024916944,5,6,4,4,2,4,4,2,2,3,0,18,25,13,30,25,16,32,12,14,27,22,0,152,391,"0"
"385_2",1079,22,2,385,1286,1101,80,49,26,30,10397972.91,70035,0.055504163,0.062904718,0.040703053,0.840888067,0.486781455,0.116409103,0.030472555,0.075066086,0.856143079,0.062208398,0.038102644,0.020217729,0.023328149,11,7,12,5,5,8,4,6,9,9,3,47,41,37,38,36,28,58,32,41,35,32,0,121,322,"0"
"386_1",1080,41,1,386,1320,1078,165,21,30,26,35912498.03,79320,0.018248175,0.023357664,0.040145985,0.918248175,0.447305042,0.049498416,0.03221011,0.00716261,0.816666667,0.125,0.015909091,0.022727273,0.01969697,8,2,4,11,7,8,2,6,2,3,3,77,61,55,55,48,69,56,45,62,33,32,0,97,263,"0"
"387_1",1081,12,1,387,709,602,50,24,12,21,2981913.798,59128,0.022116904,0.006319115,0.018957346,0.952606635,0.479721591,0.03423719,0.00093034,0.085318522,0.849083216,0.070521862,0.033850494,0.016925247,0.029619182,12,17,15,10,5,14,14,10,7,10,5,49,23,38,28,30,28,28,19,12,31,22,0,882,963,"0"
"387_2",1082,32,2,387,1639,1286,237,24,41,51,19365639.61,55026,0.059149723,0.020332717,0.026802218,0.893715342,0.416621689,0.085610838,0.038357621,0.037713439,0.784624771,0.144600366,0.014643075,0.025015253,0.031116534,16,19,26,17,15,15,10,9,17,7,3,62,52,46,44,75,53,58,37,32,42,29,0,346,544,"0"
"388_1",1083,15,1,388,641,393,184,22,21,21,8490397.084,63738,0.054298643,0.106334842,0.031674208,0.807692308,0.252847499,0.14235095,0.003466864,0.003824497,0.613104524,0.287051482,0.034321373,0.03276131,0.03276131,16,17,17,19,5,12,15,23,8,11,12,19,28,32,21,24,24,39,27,19,20,7,0,299,413,"0"
"388_2",1084,13,2,388,1123,767,238,28,43,47,2216749.302,37815,0.104923325,0.07748184,0.02905569,0.788539144,0.328263944,0.174352148,0.004459993,0.05735307,0.682991986,0.211932324,0.024933215,0.038290294,0.041852182,22,10,13,20,16,14,15,9,10,13,10,45,33,37,32,37,52,45,48,22,29,11,1,115,275,"1"
"388_3",1085,7,3,388,727,305,349,16,30,27,1673562.985,34940,0,0,0.154054054,0.845945946,0.126454123,0.053849697,0.003449239,0.214341511,0.419532325,0.480055021,0.022008253,0.041265475,0.037138927,26,14,5,6,7,9,15,21,8,5,5,33,39,36,24,16,39,35,24,25,29,22,1,697,3858,"1"
"388_4",1086,16,4,388,1227,682,433,22,45,45,2562160.085,40666,0.045333333,0.053333333,0.160888889,0.740444444,0.199483702,0.141063113,0.011352865,0.019757533,0.555827221,0.352893236,0.01792991,0.036674817,0.036674817,3,10,15,16,11,14,7,6,5,6,4,30,30,26,19,27,37,33,12,18,16,15,0,147,290,"0"
"389_1",1087,16,1,389,1054,79,897,4,28,46,8096871.072,11869,0.358995816,0.140585774,0.30376569,0.19665272,0.432572035,0.580926881,0.005317057,0.088252897,0.074952562,0.851043643,0.003795066,0.026565465,0.043643264,124,111,89,84,55,75,56,82,97,80,29,125,175,120,84,63,64,71,63,75,81,42,1,102,256,"1"
"389_2",1088,14,2,389,1036,15,980,0,21,20,2625702.675,23666,0.027888446,0.051792829,0.215936255,0.70438247,0.524565584,0.140934372,0.008723385,0.081100565,0.014478764,0.945945946,0,0.02027027,0.019305019,36,26,31,24,34,36,33,28,44,24,30,49,62,49,43,50,47,84,44,41,52,23,0,638,1136,"0"
"389_3",1089,10,3,389,990,20,909,2,26,33,3060047.735,22739,0.171503958,0.088390501,0.139841689,0.600263852,0.499407372,0.290523641,0.02296503,0.015577898,0.02020202,0.918181818,0.002020202,0.026262626,0.033333333,26,40,37,37,29,19,23,27,23,23,15,51,67,51,37,35,33,26,31,32,33,17,0,215,544,"0"
"39.01_1",1094,15,1,39.01,1373,666,141,426,27,113,1234889.377,21898,0.047936085,0.091877497,0.162450067,0.697736352,0.363212134,0.171284481,0,0.230394077,0.485069192,0.102694829,0.310269483,0.019664967,0.082301529,96,77,67,61,84,71,55,50,28,28,21,126,102,125,93,128,115,118,102,82,85,60,0,263,546,"0"
"39.01_2",1095,11,2,39.01,1262,1040,37,79,25,81,831640.356,26456,0.121338912,0.150627615,0.168559474,0.559473999,0.454727124,0.291466336,0.003507159,0.148783442,0.824088748,0.029318542,0.062599049,0.019809826,0.064183835,24,22,23,20,32,22,28,18,11,11,4,69,64,64,61,52,52,42,49,48,29,14,0,488,771,"0"
"39.01_3",1096,18,3,39.01,1846,1656,17,80,25,68,1236570.994,30221,0.023021583,0.039808153,0.27529976,0.661870504,0.527713132,0.148202776,0,0.060446925,0.897074756,0.009209101,0.043336945,0.013542795,0.036836403,31,22,21,27,38,26,32,22,18,17,9,65,70,50,53,55,56,53,47,35,41,21,0,217,404,"0"
"39.01_4",1097,21,4,39.01,1581,524,369,518,48,122,1213127.121,20473,0.079861111,0.139467593,0.333333333,0.447337963,0.271579638,0.297765382,0.005367587,0.134734891,0.3314358,0.233396584,0.327640734,0.030360531,0.07716635,62,62,54,61,63,47,36,32,30,23,18,81,79,93,60,89,101,81,52,43,58,34,2,218,565,"1"
"39.02_1",1098,12,1,39.02,1377,1287,11,30,19,30,830726.281,28452,0.01146325,0.122724208,0.119352664,0.746459879,0.565278899,0.13953742,0,0.132379212,0.934640523,0.007988381,0.021786492,0.013798112,0.021786492,24,23,19,26,22,27,18,13,13,23,9,51,44,47,33,52,38,37,41,25,25,11,0,194,321,"0"
"39.02_2",1099,23,2,39.02,1045,993,0,26,10,16,1329267.213,37042,0.011933174,0.054892601,0.015910899,0.917263325,0.58087761,0.056450903,0,0.188522658,0.950239234,0,0.024880383,0.009569378,0.015311005,18,11,31,20,30,19,16,23,17,27,6,57,91,79,66,73,48,29,34,36,40,12,0,250,541,"0"
"39.02_3",1100,16,3,39.02,1088,1046,1,7,5,29,1130266.232,28293,0,0.116331096,0.058165548,0.825503356,0.592035434,0.10165903,0,0.029571587,0.961397059,0.000919118,0.006433824,0.004595588,0.026654412,18,14,20,22,24,19,18,15,16,22,6,33,47,39,32,23,27,23,27,32,22,16,0,742,4272,"0"
"39.02_4",1101,32,4,39.02,1997,1937,5,17,14,24,1571427.187,29083,0.030183727,0,0.062992126,0.906824147,0.600593308,0.053671165,0,0.031959282,0.969954932,0.002503756,0.008512769,0.007010516,0.012018027,25,23,18,28,24,28,27,22,23,17,15,41,71,71,60,62,46,43,53,42,30,22,0,323,403,"0"
"390_1",1102,32,1,390,934,191,411,45,19,268,15140698.12,11622,0.332596685,0.100552486,0.230939227,0.335911602,0.18276398,0.499799516,0.045268833,0.737503875,0.204496788,0.440042827,0.048179872,0.020342612,0.286937901,65,70,72,57,73,70,70,76,74,56,59,343,315,312,337,418,483,494,472,418,409,271,0,235,257,"0"
"390_2",1103,7,2,390,1253,149,717,54,49,284,762539.7426,17120,0.129432624,0.009751773,0.345744681,0.515070922,0.270115368,0.263402541,0,0.024654653,0.118914605,0.572226656,0.043096568,0.039106145,0.226656026,26,33,17,23,24,43,37,42,28,31,19,47,49,51,25,41,48,39,45,26,20,12,0,300,383,"0"
"390_3",1104,7,3,390,904,114,469,29,22,270,532991.3319,17120,0.143665158,0.187782805,0.246606335,0.421945701,0.2739407,0.368135374,0,0.02412617,0.126106195,0.51880531,0.032079646,0.024336283,0.298672566,23,23,18,23,21,25,28,15,26,22,11,28,23,23,19,24,27,22,37,26,16,12,0,198,339,"0"
"390_4",1105,23,4,390,867,146,514,21,10,176,1021704.224,13886,0.173354735,0.118780096,0.348314607,0.359550562,0.251631003,0.386581716,0,0.164852396,0.16839677,0.592848904,0.024221453,0.011534025,0.202998847,39,28,26,41,18,33,32,21,23,29,10,31,37,37,38,34,50,34,39,38,23,22,0,635,466,"0"
"390_5",1106,6,5,390,1018,168,563,51,18,218,864547.6169,16788,0.040498442,0.172377985,0.200415369,0.586708204,0.222973822,0.233033778,0.007651522,0.03110465,0.16502947,0.553045187,0.050098232,0.017681729,0.214145383,26,20,11,15,22,21,28,17,16,10,12,31,32,42,32,46,37,25,27,36,17,14,0,428,519,"0"
"390_6",1107,12,6,390,725,121,488,9,13,94,2058597.807,10380,0.261829653,0.159831756,0.334384858,0.243953733,0.258541873,0.503191232,0,0.038739619,0.166896552,0.673103448,0.012413793,0.017931034,0.129655172,26,36,46,57,120,67,58,77,78,50,20,41,44,29,36,70,37,52,52,34,44,27,0,350,481,"0"
"390_7",1108,8,7,390,1353,209,737,39,16,352,858772.5984,17677,0.048361934,0.198127925,0.383775351,0.369734789,0.260661301,0.323375265,0,0.027899005,0.154471545,0.544715447,0.028824834,0.011825573,0.260162602,71,34,37,53,39,47,48,26,24,31,18,84,37,46,54,54,60,31,49,43,32,29,0,1056,3190,"0"
"390_8",1109,8,8,390,1100,141,638,15,33,273,632173.8232,15387,0.101275917,0.224880383,0.359649123,0.314194577,0.290308359,0.389132959,0.011925884,0.039194667,0.128181818,0.58,0.013636364,0.03,0.248181818,33,40,44,24,22,32,35,36,40,25,19,73,66,48,51,40,43,35,35,43,29,18,0,180,1148,"0"
"4.01_1",1112,32,1,4.01,2125,1049,376,519,74,107,2469228.871,54409,0.114727421,0.101708706,0.157445077,0.626118796,0.31692263,0.246448863,0,0.7175422,0.493647059,0.176941176,0.244235294,0.034823529,0.050352941,50,42,47,49,47,33,36,41,32,42,33,171,141,172,144,172,147,139,115,97,114,41,2,452,1453,"1"
"4.02_1",1113,5,1,4.02,1089,971,53,35,8,22,451533.7787,41737,0.138086643,0.027075812,0.235559567,0.599277978,0.522282085,0.246073574,0.127388519,0.642061992,0.89164371,0.048668503,0.032139578,0.007346189,0.02020202,8,20,10,8,11,8,11,6,11,9,10,35,30,41,29,38,36,22,27,28,20,15,1,112,321,"1"
"4.02_2",1114,29,2,4.02,2053,1484,120,321,41,87,2812220.577,63627,0.058295964,0.030269058,0.14293722,0.768497758,0.447074628,0.132257119,0.000803036,0.75927159,0.722844618,0.058451047,0.156356551,0.019970774,0.042377009,164,200,185,191,206,214,187,162,183,273,195,493,524,639,540,515,599,485,427,478,508,315,2,2160,5523,"1"
"40.01_1",1115,12,1,40.01,1292,982,27,142,24,117,800502.9172,23620,0.007407407,0.30617284,0.189300412,0.497119342,0.4378425,0.287983718,0.010565891,0.078646071,0.76006192,0.020897833,0.109907121,0.018575851,0.090557276,28,20,21,15,12,17,17,18,15,21,11,60,50,68,47,49,50,34,38,32,31,9,0,195,468,"0"
"40.01_2",1116,12,2,40.01,1277,952,21,149,31,124,817561.2658,20969,0.030852995,0.16061706,0.230490018,0.578039927,0.430669371,0.225209594,0.001809629,0.07427922,0.745497259,0.016444792,0.116679718,0.024275646,0.097102584,19,25,24,23,14,24,18,34,25,18,9,63,42,56,48,41,36,38,33,37,34,13,0,233,441,"0"
"40.01_3",1117,14,3,40.01,750,606,10,91,11,32,974840.4941,22691,0.104790419,0.040419162,0.303892216,0.550898204,0.497206793,0.244371499,0,0.18175159,0.808,0.013333333,0.121333333,0.014666667,0.042666667,84,107,91,95,60,38,40,41,39,36,23,80,55,59,45,44,39,30,41,49,52,28,0,654,522,"0"
"40.01_4",1118,15,4,40.01,940,680,31,128,22,79,790585.0403,32982,0.010289991,0.024321796,0.148737138,0.816651076,0.427447927,0.079785185,0,0.273718733,0.723404255,0.032978723,0.136170213,0.023404255,0.084042553,35,29,34,30,31,23,29,31,29,24,5,84,71,67,117,160,106,84,72,56,48,22,2,300,887,"1"
"40.02_1",1119,14,1,40.02,1298,1137,8,66,22,65,821466.0201,24333,0.015355086,0,0.224568138,0.760076775,0.506601396,0.094600084,0,0.069276475,0.87596302,0.006163328,0.050847458,0.016949153,0.050077042,28,17,18,15,21,30,25,22,20,15,13,65,62,45,41,54,43,51,30,28,14,9,0,224,442,"0"
"40.02_2",1120,12,2,40.02,1500,1345,7,77,14,57,868079.8683,22520,0.039891819,0.051386072,0.150777552,0.757944557,0.527305042,0.130461101,0,0.04555785,0.896666667,0.004666667,0.051333333,0.009333333,0.038,27,23,28,31,35,22,19,24,23,43,19,60,38,45,39,55,43,31,34,32,29,22,0,294,428,"0"
"40.02_3",1121,22,3,40.02,1159,1067,4,27,6,55,1033245.237,26468,0,0.061310782,0.406976744,0.531712474,0.551259601,0.185121442,0,0.157314559,0.920621225,0.003451251,0.023295945,0.005176877,0.047454702,25,27,20,32,34,24,20,32,13,26,21,56,68,45,60,48,51,36,42,27,39,18,0,274,490,"0"
"40.02_4",1122,15,4,40.02,1041,958,6,38,8,31,981495.7841,32012,0,0.075022873,0.120768527,0.8042086,0.550907348,0.094663309,0,0.085279491,0.920268972,0.005763689,0.036503362,0.007684918,0.029779059,32,19,29,28,20,20,27,34,27,29,16,71,65,41,49,57,58,36,50,51,30,24,0,281,532,"0"
"41.01_1",1123,16,1,41.01,1304,89,687,257,22,249,1058138.995,13650,0.275585697,0.069667078,0.284833539,0.369913687,0.307895636,0.437261592,0.143678284,0.101377026,0.068251534,0.526840491,0.19708589,0.016871166,0.19095092,37,42,52,51,28,47,37,45,41,51,21,47,39,50,32,34,42,38,37,51,43,29,6,452,442,"1"
"41.01_2",1124,15,2,41.01,1495,260,219,804,81,131,823296.9233,12412,0.031343284,0.36641791,0.329850746,0.27238806,0.505551617,0.404330995,0.046640825,0.159471576,0.173913043,0.146488294,0.537792642,0.054180602,0.087625418,50,49,32,31,34,43,40,38,28,30,19,60,47,46,37,41,49,30,34,36,32,25,0,394,437,"0"
"41.01_3",1125,14,3,41.01,1791,651,117,544,37,442,946480.7155,11663,0.228310502,0.316780822,0.171803653,0.283105023,0.364929127,0.520934241,0.022247703,0.093490213,0.363484087,0.065326633,0.303740927,0.02065885,0.246789503,74,56,53,58,53,51,52,45,41,45,24,86,67,53,76,54,71,70,64,44,38,29,0,552,652,"0"
"41.01_4",1126,17,4,41.01,1653,419,258,467,43,466,1189823.307,17734,0.070769231,0.169230769,0.237538462,0.522461538,0.381183607,0.275553479,0.036271056,0.13236495,0.253478524,0.156079855,0.282516636,0.026013309,0.281911676,55,45,65,75,63,52,50,47,41,25,22,74,70,66,59,48,63,71,49,57,27,34,0,540,618,"0"
"41.02_1",1127,18,1,41.02,2183,509,289,941,58,386,1224331.321,9788,0.2328125,0.225,0.2125,0.3296875,0.425189993,0.47571661,0.018618791,0.10922296,0.233165369,0.132386624,0.431058177,0.026568942,0.176820889,81,71,66,72,75,80,67,64,60,64,32,92,84,113,63,101,73,80,80,65,53,36,0,732,840,"0"
"41.02_2",1128,20,2,41.02,2790,1003,409,862,84,432,1445932.205,14903,0.129043478,0.159304348,0.25773913,0.453913043,0.284648796,0.336784468,0.010401747,0.043230025,0.359498208,0.146594982,0.308960573,0.030107527,0.15483871,101,71,87,81,68,65,84,73,64,78,21,165,118,138,109,98,120,91,92,99,76,45,0,793,1151,"0"
"41.02_3",1129,9,3,41.02,1295,866,56,233,44,96,716771.6993,16790,0.023166023,0.313513514,0.298841699,0.364478764,0.426842231,0.347931126,0.001633947,0.076512695,0.668725869,0.043243243,0.17992278,0.033976834,0.074131274,28,28,23,22,29,17,34,37,28,21,15,55,35,33,44,51,44,42,38,42,30,12,0,282,426,"0"
"41.02_4",1130,16,4,41.02,1580,973,49,319,28,211,822241.4644,18050,0.056407719,0.09995052,0.196932212,0.64670955,0.396302895,0.197865394,0.000856066,0.068761762,0.615822785,0.031012658,0.201898734,0.017721519,0.133544304,35,23,44,28,33,32,54,38,27,46,15,73,64,70,49,58,52,43,53,43,24,18,0,375,547,"0"
"42.01_1",1131,12,1,42.01,717,680,6,5,11,15,622139.6985,29821,0.022641509,0.020754717,0.071698113,0.88490566,0.57903447,0.063314838,0.0023821,0.00846834,0.948396095,0.008368201,0.006973501,0.015341702,0.020920502,15,10,21,10,6,10,14,10,11,12,2,35,36,50,26,35,43,20,29,19,16,19,0,121,328,"0"
"42.01_2",1132,17,2,42.01,1949,1484,93,232,44,96,1338844.096,17486,0.192530013,0.054690974,0.307247666,0.445531347,0.448324973,0.347530142,0.026458912,0.045824695,0.761416111,0.047716778,0.119035403,0.02257568,0.049256029,73,46,42,41,38,51,49,59,38,56,30,78,76,76,70,57,76,72,64,61,61,22,0,523,713,"0"
