"","blockgroup_id","prop_score"
"143","158_6",0.0599335173766971
"672","314.01_4",0.0599081787564755
"457","267_2",0.0598698559169206
"761","334_1",0.0598271185161004
"711","320_1",0.0595038823871123
"960","40.02_4",0.0594575432636506
"616","305.01_2",0.0593750368178009
"730","326_4",0.0586534718112005
"1067","81.02_5",0.0584972602892505
"582","298_2",0.058349550180914
"186","171_2",0.0583148568477979
"414","259_4",0.0581224148118897
"382","249_1",0.0581040425424802
"629","306_7",0.0580384140276644
"1002","65_5",0.0580315104351251
"987","62_1",0.0579671819768672
"697","318_1",0.0579150434035862
"10","101_2",0.0579121937942393
"1065","81.02_3",0.0574075418082517
"416","259_6",0.0573856599638549
"125","149_5",0.0573121543827059
"679","315.01_3",0.0572200726929517
"627","306_5",0.057186112615225
"511","279.01_1",0.0571049471205884
"471","27.02_2",0.056683914992731
"1064","81.02_2",0.0565651542895906
"558","289.02_1",0.0565112014234781
"474","270_1",0.0564815906910342
"90","13_3",0.0564163191946885
"619","305.02_2",0.0563790138333621
"234","184_2",0.0560478678921003
"1068","82_1",0.0560109103470539
"757","332_2",0.0556260463931093
"947","390_2",0.0552583133100809
"320","213_4",0.0552542862844367
"490","274.02_1",0.0550704354899466
"481","272_3",0.0550358153717705
"760","333_3",0.0549725017487888
"438","264_4",0.0549440411627321
"622","305.02_5",0.0547392690078115
"780","338_1",0.0547123855068944
"771","336_4",0.0545800971521861
"341","220_1",0.0544990245021435
"483","273_2",0.0544264490242604
"468","27.01_1",0.0544111521598937
"921","381_1",0.0542955884339796
"743","330_2",0.0542361339897336
"910","379_2",0.0542335159448947
"393","252_5",0.0542221473194315
"808","347.01_1",0.0541173316926303
"648","310_4",0.0540829110560486
"476","271_1",0.0539974521313364
"810","347.01_3",0.0539931226949755
"492","274.02_3",0.0539904171920598
"314","211_1",0.0539401688634845
"747","330_7",0.0536963695609161
"724","325_2",0.0534556571388006
"443","265_2",0.0531741289584354
"649","310_5",0.0531436758393978
"645","310_1",0.0531377695784901
"435","264_1",0.0531290965105794
"786","339_2",0.0530885697630014
"6","100_2",0.0528901662930834
"769","336_2",0.0527887366285187
"772","336_5",0.0526602958154915
"825","349_3",0.052544237365432
"42","112_4",0.0523320478845123
"986","61_2",0.0512958522709371
"505","277_3",0.0511597533457707
"402","254_3",0.0509207512547525
"466","269_1",0.0509102674252817
"300","207_2",0.0508448200801986
"330","217_1",0.050805126936604
"829","352_1",0.0506948591477682
"885","365.02_1",0.0505900985007803
"822","348.03_3",0.0505636522567426
"50","114_2",0.0504960462800233
"1050","79_4",0.0504407410085079
"380","248_1",0.0503978937125019
"967","41.02_4",0.0503535482610348
"428","263.01_2",0.0501681604554069
"486","273_5",0.0499656874709468
"865","362.01_3",0.0499611542847071
"659","311.02_4",0.0499245022721448
"696","317_5",0.049858904479764
"593","30.01_3",0.0497943110925792
"64","118_5",0.0497823871907311
"651","310_7",0.0497413973059651
"656","311.02_1",0.0497125631209179
"917","38_3",0.0496595565721138
"782","338_3",0.0495887809065111
"928","384_1",0.04958565404308
"972","42.02_1",0.0493067902449343
"748","331.01_1",0.0490880657746062
"120","146_2",0.0490808295404945
"1037","73_3",0.0490790142602216
"304","208_2",0.0490336337298237
"647","310_3",0.0488372138765366
"400","254_1",0.0488098349134607
"631","307_2",0.0486224977459773
"669","314.01_1",0.0484636596107076
"785","339_1",0.0484564186180697
"868","362.02_2",0.0484515134128985
"698","318_2",0.0484136307763554
"870","362.02_4",0.0483715175798458
"318","213_2",0.0483318553190438
"406","256_1",0.0482835802723627
"541","284_2",0.0481240259585248
"385","249_4",0.0481198942890806
"802","344_4",0.0481028615190953
"833","353.01_2",0.048094133729412
"950","390_5",0.0479536094297717
"426","262_4",0.0478980032363327
"60","118_1",0.0478662908545476
"735","329_3",0.0478512231692158
"675","314.02_2",0.0477677393348458
"553","288_2",0.0476570073684508
"449","266_2",0.0476350736492452
"754","331.02_3",0.0475371147965848
"654","311.01_3",0.0475306647140323
"1031","72_3",0.0472987173315227
"915","38_1",0.047298067922527
"861","361_2",0.0472242708411242
"1063","81.02_1",0.0471958650951079
"878","363.03_2",0.0470617816369079
"913","379_5",0.0469722400638596
"650","310_6",0.0469176553082032
"763","334_3",0.0468460343781007
"945","39.02_4",0.0465733498573501
"575","292_3",0.0465616125852289
"665","313_3",0.0463466105733533
"396","253_1",0.0463385394570027
"974","42.02_4",0.0462802833668991
"305","209_1",0.0462768698458974
"767","335_3",0.0461689465815953
"759","333_2",0.0461015733150755
"842","356.01_3",0.045995036508916
"812","347.02_2",0.045880513993567
"1073","82_7",0.0458285416474425
"255","192_1",0.0456983235188774
"431","263.02_1",0.045667017986866
"704","319_4",0.0455557778545606
"545","286_2",0.0455500239853763
"299","207_1",0.0454674368319716
"418","260_2",0.045459233462828
"813","347.02_3",0.0453040448302046
"100","135_3",0.0451938266472094
"877","363.02_2",0.0451490843324501
"756","332_1",0.0451213336892059
"750","331.01_3",0.0449450389928693
"484","273_3",0.0449123870326672
"765","335_1",0.0448018480454565
"609","301_5",0.0445833269225406
"852","358_3",0.0444736636626647
"1043","77_2",0.0443917047950506
"574","292_2",0.0443286553606565
"491","274.02_2",0.0442541494456874
"700","318_4",0.044246101582887
"623","306_1",0.0441572367977537
"581","298_1",0.0441329149560402
"14","101_6",0.0440851581448267
"844","356.02_1",0.0440643752181509
"333","217_4",0.0440624207738742
"958","40.02_2",0.0440270977977395
"612","302_3",0.0438652294456742
"59","117_1",0.0438109939927278
"230","183_2",0.0436702303257156
"425","262_3",0.0436217146250365
"620","305.02_3",0.0435921623718342
"867","362.02_1",0.0434945547035226
"705","319_5",0.0434710535900537
"751","331.01_4",0.0433855407502201
"944","39.02_3",0.0433753330996898
"795","341_5",0.0433185444260345
"903","373_3",0.0432458188865207
"957","40.02_1",0.0430046960866399
"872","362.03_2",0.042882903619549
"716","320_6",0.0428653708356742
"566","290_2",0.0424183465224386
"1069","82_2",0.0424151429063839
"689","316_5",0.0420942401773169
"722","323_2",0.0420118496993258
"899","372_3",0.0419802533036348
"391","252_3",0.0418198301400256
"787","339_3",0.041521045770106
"875","363.01_2",0.0414196304829787
"1091","86.02_3",0.0413390973661135
"633","308_1",0.0407803989363854
"869","362.02_3",0.0405807536082221
"790","340_3",0.0405638699982777
"663","313_1",0.0399669138116152
"636","308_4",0.0399275594213354
"440","264_6",0.0398222813737484
"692","317_1",0.0397012845046125
"778","337.02_3",0.0394480100760293
"430","263.01_4",0.0394336005950603
"886","365.02_2",0.0393648472006358
"714","320_4",0.0393401979221908
"776","337.02_1",0.0391166580626946
"55","115_1",0.0390737191676002
"1033","72_5",0.0389790229180062
"797","342_1",0.0388087808705204
"811","347.02_1",0.0387477749537811
"442","265_1",0.0387236602818128
"734","329_2",0.038466158745383
"788","340_1",0.038178930366509
"779","337.02_4",0.0379282838137912
"805","345.02_1",0.037314132507997
"862","361_3",0.0367425178423
"583","298_3",0.0366269634154366
"819","348.02_3",0.0364701881351095
"789","340_2",0.0363149232130468
"712","320_2",0.0361460609964387
"220","179_3",0.0359496514527975
"863","362.01_1",0.0359073385870663
"879","363.03_3",0.0358430481621663
"680","315.01_4",0.035831388456053
"970","42.01_3",0.0358077862041679
"412","259_2",0.0354536605777649
"516","279.02_2",0.0348998439450736
"69","119_5",0.0346823115788914
"637","309_1",0.0346170028763123
"864","362.01_2",0.0346059732210958
"729","326_3",0.0345377287808755
"533","283_1",0.0341082875958715
"880","363.03_4",0.0340995857068671
"968","42.01_1",0.0338681744931767
"800","344_2",0.0328185726384108
"1094","88.01_1",0.0326280964031669
"684","315.02_3",0.0325422750848207
"814","348.01_1",0.0325331888605234
"830","352_2",0.0324017428717295
"796","341_6",0.0318344209700878
"634","308_2",0.0316773288412398
"479","272_1",0.0314203176134484
"448","266_1",0.0302386023813804
"485","273_4",0.0297853348377791
"455","266_8",0.0293680954130517
"595","30.01_5",0.0287401871714773
"866","362.01_4",0.0283273202808025
"591","30.01_1",0.0273424016650067
"791","341_1",0.0264485872165587
"699","318_3",0.0251861919838004
"436","264_2",0.024547515004629
"624","306_2",0.0215711164196747
"783","338_4",0.0208554699282984
"65","118_6",0.0202947625249771
"887","369_1",0.0191047180336662
"1121","9801_1",0.0162376391400326
"1122","9802_1",0.0126173089203341
"888","369_2",0.0072892997130179
"1123","9803_1",NA
"1124","9805_1",NA
"1125","9806_1",NA
"1126","9808_1",NA
