"","blockgroup_id","prop_score"
"356","24_2",0.151380765735644
"377","247_3",0.151248819277564
"962","41.01_3",0.150501523958734
"184","170_3",0.150252726944556
"407","257_1",0.150235000759625
"383","249_2",0.149894447601321
"1038","73_4",0.149806838208118
"278","20_2",0.149527582052588
"1051","8.03_1",0.149390848869376
"1106","93_2",0.149104885821402
"334","218_1",0.148862694270906
"67","119_2",0.148715145818467
"12","101_4",0.148395034638864
"240","188_6",0.148382656105141
"1104","90_4",0.148360409219598
"99","135_2",0.148035905524299
"1112","95_4",0.147974491263175
"521","28.02_2",0.147440095205491
"72","12.01_3",0.147173941984501
"189","172.01_1",0.147080641033531
"262","195.02_2",0.145753441361259
"170","168_2",0.145559535304783
"209","177.02_3",0.145522785551825
"217","178_6",0.143602640161355
"940","39.01_2",0.143485947423923
"301","207_3",0.143474676114517
"961","41.01_2",0.14305545990531
"441","264_7",0.143045377554314
"507","277_5",0.142677418169828
"190","172.01_2",0.142448669878055
"258","192_4",0.142144883964435
"871","362.03_1",0.141633239870039
"366","243_2",0.140979761659919
"859","360_1",0.140807046878312
"216","178_5",0.140361138569538
"124","149_4",0.140192307547711
"1011","67_4",0.140136348498987
"1046","78_5",0.139248982327174
"1039","74_1",0.138630058620115
"835","353.02_1",0.138507903547967
"488","274.01_2",0.138377411967747
"532","282_3",0.138095737453184
"529","281_2",0.137750577714137
"666","313_4",0.137631005136491
"109","137_3",0.137176204992002
"287","202_3",0.137129274506277
"855","36_1",0.137010107324254
"1070","82_3",0.136667058617665
"96","134.02_1",0.136236363129883
"515","279.02_1",0.136158248833316
"998","65_1",0.136132914400029
"567","290_3",0.135794106690743
"1022","71.01_1",0.13571493558307
"112","139_1",0.135591773056266
"239","188_5",0.135188814373284
"884","365.01_3",0.135098793923965
"9","101_1",0.13489245927066
"399","253_5",0.134721126050746
"1017","69_3",0.134320866710997
"275","199_1",0.13431269303877
"433","263.02_3",0.134048212291441
"562","289.02_5",0.133747745675253
"827","351_1",0.133501697237575
"375","247_1",0.133108130223207
"89","13_2",0.132723610595921
"117","142_1",0.132584505719536
"417","260_1",0.132406246911218
"142","158_5",0.131791337070584
"1098","88.02_4",0.131585883448286
"132","152_3",0.131346807242209
"149","160_6",0.130923526352874
"1058","80_1",0.130253807517654
"1075","83.02_1",0.130191104486793
"1000","65_3",0.129970273177141
"193","172.02_2",0.129951350689161
"682","315.02_1",0.12991012985545
"996","64_2",0.129845583682105
"78","121_1",0.129384434887022
"92","131_1",0.129364192537531
"882","365.01_1",0.129142533358946
"329","216_1",0.129135925706495
"1083","85_1",0.128917166395161
"446","265_5",0.12888792356954
"295","204_4",0.128687649010031
"997","64_3",0.127713311106049
"267","197_4",0.127671178909465
"1023","71.01_2",0.127518658158299
"559","289.02_2",0.127296197677508
"695","317_4",0.127244276309659
"1021","70_4",0.126816609211721
"896","37.02_3",0.126814649052523
"113","14_1",0.126530907643369
"374","246_2",0.126518160811953
"94","134.01_1",0.126122494991107
"522","28.02_3",0.125954201077968
"309","210_1",0.125449542679323
"1079","84_2",0.1253553341749
"978","55_3",0.125267309310012
"103","136.01_2",0.125226919322699
"218","179_1",0.124889145973088
"677","315.01_1",0.124525934454736
"1077","83.02_4",0.124178762396358
"214","178_3",0.123938589064747
"250","191_2",0.123903022579074
"181","17_2",0.123895157461737
"323","214_3",0.123851632970972
"930","385_1",0.123826070012873
"263","195.02_3",0.123796729637762
"547","286_4",0.123778083869669
"606","301_2",0.123481022556517
"91","13_4",0.123149199956757
"799","344_1",0.122977812846624
"836","353.02_2",0.122976954938063
"421","261_2",0.122886079690539
"668","313_6",0.122829883405707
"774","337.01_2",0.122678412087969
"977","55_2",0.122341224852867
"187","171_3",0.122021818193007
"347","237_2",0.121962848383631
"63","118_4",0.121287853500647
"632","307_3",0.120915385743678
"283","201.02_3",0.120450710426354
"826","349_4",0.12010514896022
"310","210_2",0.119943585141283
"46","113_1",0.119204293585187
"205","176.02_3",0.119067022319528
"386","25_1",0.119061688908488
"983","60_4",0.119022317646266
"510","278_3",0.118835230760245
"26","105_3",0.118763511914144
"315","211_2",0.118723029585997
"588","299_3",0.11871460941375
"964","41.02_1",0.11850447605499
"1062","81.01_3",0.118203795644592
"322","214_2",0.118145550295892
"1044","78_2",0.11746866252858
"775","337.01_3",0.117452000104632
"397","253_3",0.117333761975511
"500","276_2",0.117274344840205
"555","289.01_1",0.1171828577581
"988","62_2",0.116019036375564
"508","277_6",0.115960097057143
"551","287_2",0.115866526243317
"238","188_4",0.115692703682408
"552","288_1",0.115540738287557
"236","188_2",0.115336072450166
"534","283_2",0.115206153314494
"573","292_1",0.114791204768366
"741","33_6",0.114549003193844
"1013","67_6",0.114480279395476
"691","316_7",0.114453544346746
"422","261_3",0.11436616044293
"963","41.01_4",0.114065122355729
"191","172.01_3",0.113997255801016
"642","31_3",0.113932442726212
"1119","98.02_2",0.113861666980995
"74","12.02_3",0.113688593466565
"22","104_2",0.113258713315035
"1113","96_1",0.113196482791462
"1109","95_1",0.113149850285402
"1014","67_7",0.113048493384367
"768","336_1",0.112881272322885
"272","198_4",0.112880381706736
"249","191_1",0.112828218832908
"105","136.02_3",0.112126414808503
"269","197_6",0.112101092208103
"641","31_2",0.112057681389864
"673","314.01_5",0.111911548114053
"503","277_1",0.111821232119456
"62","118_3",0.111511810985349
"470","27.02_1",0.111284477724484
"20","103_2",0.111276119674557
"667","313_5",0.111189916936481
"325","214_5",0.111125531731331
"66","119_1",0.110838505642368
"655","311.01_4",0.110784210691156
"1074","83.01_2",0.110753377496958
"501","276_3",0.110441031593663
"1078","84_1",0.110253501891825
"909","379_1",0.109389120143808
"183","170_2",0.109256161365968
"1036","73_2",0.109244252530153
"512","279.01_2",0.109091594438006
"1089","86.01_2",0.109048664541115
"198","175_2",0.109029704448114
"969","42.01_2",0.108987381364487
"324","214_4",0.108900735338919
"5","100_1",0.108886539091917
"1071","82_5",0.108859783809987
"991","63_1",0.108759963749876
"1041","74_4",0.108390470957218
"676","314.02_3",0.107824954713155
"331","217_2",0.107614017770543
"589","299_4",0.107484701824686
"110","137_4",0.107239970453862
"838","355_2",0.107073058867864
"935","388_1",0.106587468687752
"531","282_2",0.106476814442455
"8","100_4",0.106438469232023
"949","390_4",0.106300946891665
"194","172.02_3",0.106216797640082
"585","298_5",0.10609151373258
"837","355_1",0.106063762357101
"235","188_1",0.105872440320014
"36","11.02_1",0.105511830637098
"934","387_2",0.105434021003652
"367","243_3",0.105424443258011
"247","190_4",0.10534343569277
"273","198_5",0.10532614097605
"999","65_2",0.105192979160215
"1084","85_2",0.105102913491694
"232","183_4",0.105095966151259
"195","172.02_4",0.104968681939401
"984","60_5",0.104956548808253
"307","209_4",0.104738811225401
"61","118_2",0.104590920497893
"173","168_5",0.104327161494792
"1012","67_5",0.104200590066258
"219","179_2",0.103992888167011
"717","320_7",0.103902181577946
"954","40.01_1",0.103814605575529
"1048","79_2",0.103813454532186
"1035","73_1",0.103801398736946
"16","102_1",0.103505959974355
"70","12.01_1",0.103449855766215
"182","170_1",0.103412145390693
"460","267_5",0.103264566023677
"289","202_5",0.103015057576199
"192","172.02_1",0.10268278244256
"568","290_4",0.102223091992574
"901","373_1",0.102076485481484
"1061","81.01_2",0.101754367691671
"241","188_7",0.101670754625309
"296","205_1",0.10158671297846
"456","267_1",0.101585352190605
"1001","65_4",0.101325972156754
"526","280_3",0.101167517573041
"646","310_2",0.100908755098874
"846","357.01_1",0.100891295603154
"188","171_4",0.100796895627126
"342","235_1",0.100727608743153
"237","188_3",0.100720601691797
"180","169.02_4",0.10060394583509
"13","101_5",0.100300118035433
"364","242_4",0.0995706353758321
"806","345.02_3",0.0994887303391246
"1081","84_5",0.0993593871707477
"351","238_2",0.0992284235312964
"44","112_6",0.0990629149821545
"1009","67_2",0.0986552457935179
"614","302_5",0.0983479474028343
"469","27.01_2",0.0980704963364928
"731","326_5",0.0978915039098111
"268","197_5",0.0978369283958693
"1115","96_5",0.0975165943474575
"359","240_3",0.0972367087689077
"920","380_2",0.0969855987772257
"1030","72_2",0.0969170727867959
"965","41.02_2",0.0968250320385114
"146","160_2",0.0967446773296785
"227","180.02_3",0.0966021851190536
"662","312_3",0.0965678690634984
"294","204_3",0.096538239859885
"938","389_3",0.0965053591707274
"496","275_2",0.0965019540424121
"992","63_2",0.0963906583064077
"939","39.01_1",0.0960468891304759
"594","30.01_4",0.0959590950204934
"737","329_5",0.0958637449607956
"914","379_6",0.0958233703434083
"538","283_6",0.0958045431868314
"617","305.01_3",0.095770417395613
"956","40.01_3",0.0957058804485009
"726","325_4",0.0952718427687578
"528","281_1",0.095256549213074
"434","263.02_4",0.094963172689711
"118","143_2",0.0948488437721573
"832","353.01_1",0.0948114766397471
"411","259_1",0.0946207374174635
"873","362.03_3",0.0946056625243497
"336","218_3",0.0945002081591575
"519","28.01_3",0.0944932145731557
"41","112_3",0.0943444064635551
"707","32_3",0.0941018297757636
"1076","83.02_3",0.0939960137761507
"174","168_6",0.0938171822501739
"908","378_3",0.0937949323421596
"845","356.02_2",0.0936782227678305
"260","192_6",0.0935554765725812
"848","357.02_1",0.0935545170677499
"451","266_4",0.0934511593637257
"1116","98.01_1",0.0932692446788285
"889","37.01_1",0.0924089861095537
"971","42.01_4",0.0923804889521776
"615","305.01_1",0.0922551827751739
"600","300_3",0.0922101606666203
"502","276_4",0.0920463086224183
"1027","71.02_4",0.0917301658009637
"493","274.02_4",0.0915918642249793
"959","40.02_3",0.0914962653153273
"762","334_2",0.0914057841479409
"710","32_6",0.0914015876270893
"936","388_4",0.0913606659307968
"293","204_2",0.0911884276220191
"524","280_1",0.0909393126953433
"1066","81.02_4",0.0908767626756234
"953","390_8",0.0907619453991279
"1059","80_3",0.0906817866594459
"685","316_1",0.090553521193599
"643","31_4",0.0905197717860886
"621","305.02_4",0.0903524486516931
"321","213_5",0.0903110678960292
"362","242_2",0.0902996341278136
"313","210_5",0.0902791580237948
"348","237_3",0.0899490020921159
"352","238_4",0.0898777889488675
"618","305.02_1",0.0893042566197205
"709","32_5",0.0887602376239652
"48","113_3",0.0886474612000197
"349","237_4",0.0880818946061721
"409","257_3",0.0880620476642178
"661","312_2",0.0879981407322829
"401","254_2",0.0879471890848347
"1040","74_3",0.0877027514708255
"898","372_2",0.0876342711785482
"933","387_1",0.0874237089903823
"834","353.01_3",0.0871965993646752
"840","356.01_1",0.0870648981062615
"459","267_4",0.0869183835807549
"160","165_2",0.0868481916136516
"163","167.01_1",0.0867345185744024
"943","39.02_2",0.0866019751265617
"93","132_1",0.0862678212079618
"473","27.02_4",0.0862632759679104
"919","380_1",0.0862171554932043
"890","37.01_2",0.0860396883260155
"370","244_2",0.0860274093460787
"847","357.01_2",0.085993912256244
"905","375_2",0.0859603115213671
"560","289.02_3",0.0858827592773966
"487","274.01_1",0.0858357162095188
"1049","79_3",0.0858307832330041
"652","311.01_1",0.0857175999988056
"408","257_2",0.08567372305299
"671","314.01_3",0.0856463160956163
"1087","85_5",0.0855213538170433
"1102","90_2",0.0854801693585706
"354","239_1",0.0854408735547083
"51","114_3",0.0853982965248124
"860","361_1",0.0852859638519436
"664","313_2",0.0851062379026152
"893","37.01_5",0.084952104200917
"701","319_1",0.0848595367909373
"462","267_7",0.0848178093310684
"1028","71.02_5",0.0847921231341869
"572","291_4",0.0845942013490052
"549","286_6",0.0845691301053044
"821","348.03_2",0.0843117692070244
"713","320_3",0.0841305552902608
"638","309_2",0.0839571003759133
"353","238_5",0.0837106438050804
"966","41.02_3",0.083369651546018
"311","210_3",0.0833626059078066
"801","344_3",0.0832509403019975
"499","276_1",0.083204886681726
"1032","72_4",0.083168302187259
"817","348.02_1",0.0831072542265999
"658","311.02_3",0.0830383612476487
"1029","72_1",0.0829958754482896
"932","386_1",0.0829428615382525
"424","262_2",0.0828126563330555
"185","171_1",0.0826756701268485
"556","289.01_2",0.0826347797876508
"79","121_2",0.0825687533804956
"427","263.01_1",0.0825304690634123
"28","107_3",0.0823840064438219
"343","236_1",0.0822450283384971
"725","325_3",0.0821906073413356
"995","64_1",0.0818809280468593
"392","252_4",0.0817606549707315
"1047","79_1",0.0817570935542411
"164","167.01_2",0.0817097257026663
"403","254_4",0.0813256167380473
"444","265_3",0.0812650132132381
"753","331.02_2",0.0811562557838909
"570","291_2",0.0809419198852046
"7","100_3",0.0809340531278599
"106","136.02_4",0.0808733923420124
"823","349_1",0.0808585740341666
"139","158_2",0.0808435413416237
"755","331.02_4",0.0808204809024825
"114","14_2",0.0807235097351254
"389","252_1",0.0806217208267798
"398","253_4",0.0805388481722379
"1110","95_2",0.080530145051574
"942","39.02_1",0.0804826449567842
"458","267_3",0.0802970978549067
"463","268_2",0.0802643956618191
"506","277_4",0.0802104428204929
"49","114_1",0.0801006333710984
"1025","71.02_2",0.0797080284147658
"694","317_3",0.0796447991787403
"475","270_2",0.0793677235273307
"557","289.01_3",0.0791428374542795
"419","260_3",0.0790575653498016
"894","37.02_1",0.0789265237556283
"328","215_3",0.0789016412325301
"1020","70_2",0.0788042586008734
"420","261_1",0.0787120169761669
"674","314.02_1",0.0786364375210792
"989","62_3",0.078602140515769
"1010","67_3",0.0784739090932107
"803","345.01_1",0.0781614154283922
"464","268_3",0.0781390119954472
"752","331.02_1",0.0781140481843004
"744","330_3",0.0780896286120012
"891","37.01_3",0.0779796932149472
"883","365.01_2",0.0779368710095478
"102","136.01_1",0.0779112637893065
"941","39.01_3",0.0778928274803451
"973","42.02_3",0.0777495169385729
"850","358_1",0.0777470891617929
"465","268_4",0.077709935068611
"1072","82_6",0.0776054727534142
"77","120_2",0.0775450941722584
"563","29_2",0.0774095166954325
"948","390_3",0.0773805037844921
"540","284_1",0.0773492920507932
"608","301_4",0.0772783302887727
"720","321_3",0.0772705292923272
"452","266_5",0.0772316492911437
"518","28.01_2",0.0771961304092423
"350","238_1",0.0771934959758059
"818","348.02_2",0.0771898399715714
"1105","93_1",0.0769649591048546
"332","217_3",0.0769560723388887
"439","264_5",0.0768999641752914
"410","258_1",0.0768813333820428
"52","114_4",0.0768533782036988
"892","37.01_4",0.0768470215740209
"706","32_2",0.0768428276347264
"613","302_4",0.076813465068662
"745","330_4",0.0768090814314253
"815","348.01_2",0.0767754503702146
"56","115_2",0.0765290257346225
"982","60_3",0.076294723544867
"630","307_1",0.0762924904718417
"749","331.01_2",0.0762386313311195
"523","28.02_4",0.0760214673359548
"952","390_7",0.0760088640775184
"517","28.01_1",0.0759706785546978
"841","356.01_2",0.0758990248039066
"1024","71.02_1",0.0757036266896241
"565","290_1",0.0756765187753795
"728","326_2",0.0755599457087089
"951","390_6",0.0755481521803542
"804","345.01_2",0.0753392519774612
"478","271_3",0.0752043981295577
"693","317_2",0.0750920021010979
"985","61_1",0.0750795596305021
"494","274.02_5",0.0749429475218294
"610","302_1",0.0749184607395091
"876","363.02_1",0.0747531957704859
"1026","71.02_3",0.074666761653504
"598","300_1",0.0745074268182189
"723","325_1",0.07443136485331
"344","236_2",0.0743932680541
"912","379_4",0.0743556589876739
"746","330_6",0.0741912269419456
"611","302_2",0.0740454945447283
"223","180.01_2",0.0739726550622679
"244","190_1",0.0736990205302995
"445","265_4",0.0736737083588565
"770","336_3",0.0736289072050445
"245","190_2",0.0736046103735151
"369","244_1",0.0732257121036029
"43","112_5",0.0731430758120986
"599","300_2",0.0730207105114634
"145","160_1",0.0730169302928906
"45","112_7",0.0729635289846029
"736","329_4",0.0729018477620898
"405","255_2",0.072791945928762
"607","301_3",0.0726670751759965
"384","249_3",0.0726574257798699
"777","337.02_2",0.0724866933671248
"602","300_5",0.0724236484240052
"57","115_3",0.0722765931799913
"678","315.01_2",0.0721374294578436
"368","243_4",0.0720882912726987
"758","333_1",0.0720549551318641
"251","191_3",0.0718594152276181
"670","314.01_2",0.0717017294084362
"703","319_3",0.0714479815818162
"798","342_2",0.0714313782749706
"1118","98.02_1",0.0714007919766801
"453","266_6",0.0713049186423075
"981","60_2",0.0712682290931368
"628","306_6",0.0711330424055321
"447","265_6",0.0711205189609342
"1114","96_4",0.0710502468707861
"742","330_1",0.0708863874982978
"265","197_2",0.0707479868578995
"809","347.01_2",0.0705412618893886
"792","341_2",0.0704976774091553
"467","269_2",0.0704326179034922
"498","275_4",0.0702163443038831
"15","101_7",0.0701263634547201
"387","25_3",0.0700663264490692
"895","37.02_2",0.0698128398442878
"1120","98.02_3",0.069620643827308
"605","301_1",0.0694733117885277
"690","316_6",0.0694695782306288
"413","259_3",0.0693930154594378
"828","351_2",0.0689790491363531
"718","321_1",0.0685497212383726
"266","197_3",0.0683212213208007
"252","191_4",0.0681506392924755
"907","378_2",0.067337768519034
"793","341_3",0.0670195877693784
"335","218_2",0.066900530568973
"271","198_3",0.0662678123379128
"207","177.01_3",0.0661710508745855
"151","161_3",0.0659944435972353
"472","27.02_3",0.0659935690272596
"231","183_3",0.0659488849146858
"461","267_6",0.0658478422436411
"395","252_7",0.0657757524822995
"225","180.02_1",0.0657308517731231
"123","149_2",0.0657236570461049
"450","266_3",0.0657046325803717
"592","30.01_2",0.0656118287656466
"660","312_1",0.0653957407819664
"561","289.02_4",0.065353131122752
"514","279.01_4",0.0652693074942271
"537","283_5",0.065140793595196
"688","316_4",0.0651357877178847
"121","146_3",0.065021679126021
"858","36_4",0.0649906052539035
"58","115_4",0.0647832440187662
"681","315.01_5",0.0647589069224705
"415","259_5",0.064648337185047
"233","184_1",0.0644099295745923
"394","252_6",0.0643826213110956
"76","120_1",0.0643365077855324
"346","237_1",0.0641943543095522
"326","215_1",0.0641876137090697
"955","40.01_2",0.0641445406887228
"495","275_1",0.0641158443373821
"732","326_7",0.0640432465626289
"715","320_5",0.0639288998199564
"937","389_2",0.0638164943698784
"1086","85_4",0.0636380788657085
"781","338_2",0.0635485561574129
"148","160_4",0.0635050192857653
"104","136.02_1",0.063473251534735
"68","119_4",0.0634728502429957
"228","180.02_4",0.0634071352279572
"404","255_1",0.0634020662133519
"284","201.02_4",0.0626632808101802
"719","321_2",0.0625571683239582
"423","262_1",0.0622607467606146
"520","28.02_1",0.0622504012131662
"831","352_3",0.0622258380271362
"849","357.02_2",0.062081459547138
"40","112_2",0.0619963986948695
"824","349_2",0.0618658207008015
"306","209_2",0.0618406374503746
"702","319_2",0.0616983137195809
"429","263.01_3",0.0615169402594084
"897","372_1",0.0609679270252922
"686","316_2",0.0606715399379008
"773","337.01_1",0.0606589814957025
"509","278_1",0.0606043002793661
"477","271_2",0.060580515557125
"286","202_2",0.0605148149190637
"635","308_3",0.0603122108030348
"504","277_2",0.0602515614649017
"820","348.03_1",0.0601583815831525
"454","266_7",0.0601247224161515
"657","311.02_2",0.060103175342176
"587","299_2",0.0600324797691328
"918","38_4",0.0600297145400754
